Num2,Linear
10570,1.93e-06
10580,6.28e-06
10580,2.437e-05
10580,2.3e-06
10580,8.5e-07
10580,1.8161e-05
10580,2.2e-07
10580,3.74e-06
10580,6.47e-06
10580,1.179e-05
10580,1.021e-05
10590,9.47e-06
10590,5.92e-06
10590,5.46e-06
10590,1.785e-05
10590,2.422e-05
10590,2.9e-07
10590,8.34e-06
10590,1.125e-05
10590,1.567e-05
10590,2.65e-06
10600,1.504e-05
10600,3.0351e-05
10600,1.961e-05
10600,7.08e-06
10600,1.003e-05
10600,2.922e-05
10600,1.612e-05
10600,8.7e-07
10600,1.28e-06
10600,1.144e-05
10610,4.4e-06
10610,1.516e-05
10610,1.287e-05
10610,1.674e-05
10610,1.82e-05
10610,7.74e-06
10610,2.534e-05
10610,1.427e-05
10610,2.814e-05
10610,2.493e-05
10620,2.883e-05
10620,1.061e-05
10620,3.671e-06
10620,8.671e-06
10620,1.0241e-05
10620,1.186e-05
10620,1.5611e-05
10620,1.603e-05
10620,2.078e-05
10620,8.87e-06
10630,2.97e-05
10630,2.058e-05
10630,1.537e-05
10630,7.44e-06
10630,2.375e-05
10630,2.345e-05
10630,1.671e-05
10630,1.2331e-05
10630,1.393e-05
10630,2.594e-05
10640,2.548e-05
10640,1.825e-05
10640,2.047e-05
10640,1.348e-05
10640,4.28e-06
10640,2.937e-05
10640,2.139e-05
10640,1.871e-05
10640,1.43e-06
10640,1.035e-05
10650,4.51e-06
10650,1.328e-05
10650,9.94e-06
10650,3.96e-06
10650,1.12e-06
10650,4.29e-06
10650,2.1201e-05
10650,2.33e-06
10650,1.143e-05
10650,8.3e-07
10660,1.702e-05
10660,1.2e-07
10660,3.09e-05
10660,1.81e-06
10660,1.398e-05
10660,1.965e-05
10660,1.87e-05
10660,1.499e-05
10660,1.9781e-05
10660,2.813e-05
10670,1.637e-05
10670,2.102e-05
10670,2.791e-05
10670,2.474e-05
10670,2.161e-05
10670,2.781e-05
10670,3.17e-06
10670,7.62e-06
10670,5.13e-06
10670,6.99e-06
10680,6.69e-06
10680,2.16e-05
10680,1.7e-06
10680,2.913e-05
10680,4.5e-07
10680,2.3131e-05
10680,1.5e-07
10680,1.78e-05
10680,8.44e-06
10680,1.657e-05
10690,2.213e-05
10690,5.33e-06
10690,2.12e-06
10690,8.11e-06
10690,1.702e-05
10690,1.644e-05
10690,1.92e-06
10690,6.98e-06
10690,2.561e-05
10690,3.62e-06
10700,1.7971e-05
10700,1.052e-05
10700,2.6461e-05
10700,2.794e-05
10700,1.022e-05
10700,2.756e-05
10700,2.696e-05
10700,2.195e-05
10700,1.756e-05
10700,1.655e-05
10710,9.65e-06
10710,5.31e-06
10710,1.37e-05
10710,2.254e-05
10710,1.502e-05
10710,3.05e-06
10710,2.194e-05
10710,3.028e-05
10710,1.696e-05
10710,1.8421e-05
10720,2.905e-05
10720,2.92e-06
10720,2.677e-05
10720,7.41e-06
10720,1.1581e-05
10720,2.448e-05
10720,2.575e-05
10720,5.38e-06
10720,4.22e-06
10720,1.038e-05
10730,1.611e-05
10730,4.51e-06
10730,2.327e-05
10730,3.7e-07
10730,4.52e-06
10730,2.4821e-05
10730,8.56e-06
10730,2.238e-05
10730,2.3991e-05
10730,1.025e-05
10740,4.92e-06
10740,2.968e-05
10740,2.023e-05
10740,2.517e-05
10740,6.44e-06
10740,2.62e-05
10740,1.489e-05
10740,1.642e-05
10740,3.1061e-05
10740,2.786e-05
10750,1.575e-05
10750,2.31e-06
10750,1.322e-05
10750,3.066e-05
10750,2.274e-05
10750,2.157e-05
10750,8.92e-06
10750,2.232e-05
10750,2.88e-06
10750,2.2621e-05
10760,2.191e-05
10760,1.114e-05
10760,1.148e-05
10760,1.446e-05
10760,6.14e-06
10760,8.81e-06
10760,2.893e-05
10760,1.294e-05
10760,1.82e-06
10760,2.457e-05
10770,2.446e-05
10770,1.121e-05
10770,4.43e-06
10770,2.354e-05
10770,1.225e-05
10770,1.7e-07
10770,2.192e-05
10770,7.35e-06
10770,1.149e-05
10770,2.182e-05
10780,1.897e-05
10780,2.305e-05
10780,7e-06
10780,3.03e-06
10780,2.5471e-05
10780,1.352e-05
10780,2.13e-06
10780,3.12e-05
10780,2.29e-06
10780,7.03e-06
10790,2.251e-05
10790,2.059e-05
10790,2.294e-05
10790,1.243e-05
10790,2.674e-05
10790,2.281e-05
10790,2.404e-05
10790,1.661e-05
10790,1.424e-05
10790,1.62e-05
10800,2.753e-05
10800,1.998e-05
10800,2.939e-05
10800,2.788e-05
10800,2.644e-05
10800,2.51e-06
10800,3.023e-05
10800,1.176e-05
10800,1.366e-05
10800,1.224e-05
10810,1.543e-05
10810,2.506e-05
10810,1.0431e-05
10810,2.604e-05
10810,3.94e-06
10810,5.41e-07
10810,1.227e-05
10810,2.785e-05
10810,2.248e-05
10810,1.011e-05
10820,2.809e-05
10820,1.255e-05
10820,2.98e-06
10820,9.54e-06
10820,9.5e-07
10820,2.4311e-05
10820,2.042e-05
10820,2.354e-05
10820,2.971e-05
10820,3.048e-05
10830,3.001e-05
10830,2.9e-07
10830,1.8901e-05
10830,5.4e-07
10830,3.26e-06
10830,1.717e-05
10830,3.5e-06
10830,2.744e-05
10830,1.14e-05
10830,4.77e-06
10840,1.67e-06
10840,5.75e-06
10840,2.97e-06
10840,2.419e-05
10840,2.492e-05
10840,1.912e-05
10840,9.78e-06
10840,5.87e-06
10840,2.55e-06
10840,2.538e-05
10850,2.239e-05
10850,1.886e-05
10850,3.027e-05
10850,2.14e-06
10850,2.039e-05
10850,5.02e-06
10850,1.827e-05
10850,2.76e-05
10850,1.6681e-05
10850,1.4e-07
10860,2.041e-05
10860,2.3511e-05
10860,1.681e-05
10860,2.173e-05
10860,2.775e-05
10860,4.25e-06
10860,8.32e-06
10860,2.855e-05
10860,2.18e-05
10860,2.201e-05
10870,4.69e-06
10870,2.607e-05
10870,2.84e-06
10870,1.9821e-05
10870,2.11e-05
10870,7.1e-07
10870,2.8861e-05
10870,2.873e-05
10870,6.8e-06
10870,2.77e-05
10880,6.99e-06
10880,2.74e-05
10880,2.276e-05
10880,2.3961e-05
10880,1.588e-05
10880,2.811e-05
10880,8.61e-06
10880,1.251e-05
10880,3.062e-05
10880,9.01e-06
10890,1.885e-05
10890,1.844e-05
10890,4.64e-06
10890,3.005e-05
10890,8.13e-06
10890,6.42e-06
10890,1.451e-05
10890,1.627e-05
10890,7.84e-06
10890,5.64e-06
10900,9.36e-06
10900,1.005e-05
10900,1.615e-05
10900,3.447e-05
10900,3.549e-05
10900,3.027e-05
10900,2e-05
10900,8.62e-06
10900,5.53e-06
10900,2.141e-05
10910,2.6061e-05
10910,2.741e-05
10910,2.307e-05
10910,4.19e-06
10910,9.621e-06
10910,2.169e-05
10910,1.437e-05
10910,1.5031e-05
10910,3.46e-06
10910,4.81e-06
10920,1.24e-06
10920,2.976e-05
10920,3.65e-06
10920,2.575e-05
10920,4.04e-06
10920,1.9301e-05
10920,2.687e-05
10920,1.84e-06
10920,5.14e-06
10920,1.454e-05
10930,4.39e-06
10930,1.929e-05
10930,1.52e-05
10930,2.072e-05
10930,5.4e-06
10930,7.55e-06
10930,1.961e-05
10930,8.44e-06
10930,2.895e-05
10930,1.988e-05
10940,8.77e-06
10940,1.249e-05
10940,1.664e-05
10940,2.755e-05
10940,1.081e-05
10940,2.883e-05
10940,2.855e-05
10940,1.954e-05
10940,1.996e-05
10940,9.11e-06
10950,8.24e-06
10950,8.05e-06
10950,2.226e-05
10950,2.674e-05
10950,4.6e-07
10950,2.4261e-05
10950,2.11e-05
10950,2.286e-05
10950,9.42e-06
10950,9.71e-06
10960,1.288e-05
10960,2.684e-05
10960,5.9e-06
10960,1.589e-05
10960,2.751e-05
10960,1.93e-05
10960,5.98e-06
10960,2.824e-05
10960,2.7841e-05
10960,1.92e-06
10970,2.255e-05
10970,7.48e-06
10970,2.928e-05
10970,2.905e-05
10970,2.501e-05
10970,1.481e-05
10970,1.512e-05
10970,2.84e-05
10970,8.03e-06
10970,4.87e-06
10980,2.694e-05
10980,1.568e-05
10980,2.568e-05
10980,1.412e-05
10980,2.701e-05
10980,2.408e-05
10980,9.05e-06
10980,2.641e-05
10980,1.735e-05
10980,2.039e-05
10990,2.069e-05
10990,3.48e-06
10990,2.879e-05
10990,2.096e-05
10990,7.28e-06
10990,1.342e-05
10990,2.438e-05
10990,2.97e-05
10990,1.81e-06
10990,1.294e-05
11000,1.789e-05
11000,2.763e-05
11000,1.41e-06
11000,1e-05
11000,1.391e-05
11000,2.999e-05
11000,2.6021e-05
11000,9.06e-06
11000,4.13e-06
11000,3.3e-07
11010,2.432e-05
11010,8.25e-06
11010,2.59e-06
11010,6.1e-06
11010,7.68e-06
11010,2.844e-05
11010,2.675e-05
11010,6.04e-06
11010,2.731e-05
11010,1.068e-05
11020,2.998e-05
11020,2.957e-05
11020,6.5e-07
11020,3.019e-05
11020,2.68e-06
11020,6.3e-06
11020,2.397e-05
11020,4.03e-06
11020,3.3241e-05
11020,8.63e-06
11030,1.121e-05
11030,2.4341e-05
11030,1.663e-05
11030,7.98e-06
11030,1.6681e-05
11030,6.72e-06
11030,2.127e-05
11030,6.24e-06
11030,7.45e-06
11030,5.86e-06
11040,2.343e-05
11040,7.67e-06
11040,2.798e-05
11040,8.44e-06
11040,2.748e-05
11040,4.74e-06
11040,1.7511e-05
11040,1.237e-05
11040,1.054e-05
11040,1.075e-05
11050,1.103e-05
11050,2.721e-05
11050,3.69e-06
11050,2.714e-05
11050,6.79e-06
11050,2.7301e-05
11050,1.445e-05
11050,1.061e-05
11050,7.001e-06
11050,1.109e-05
11060,5.971e-06
11060,2.29e-05
11060,2.926e-05
11060,2.152e-05
11060,4.41e-06
11060,2.126e-05
11060,6.16e-06
11060,2.324e-05
11060,2.741e-06
11060,2.483e-05
11070,2.895e-05
11070,2.513e-05
11070,3.004e-05
11070,2.46e-05
11070,1.537e-05
11070,6.13e-06
11070,5.63e-06
11070,2.711e-05
11070,1.5801e-05
11070,1.566e-05
11080,2.411e-05
11080,3.208e-05
11080,1.5761e-05
11080,7.54e-06
11080,2.33e-05
11080,1.56e-05
11080,2.384e-05
11080,2.225e-05
11080,2.778e-05
11080,1.181e-05
11090,2.698e-05
11090,7.24e-06
11090,1.848e-05
11090,1.6551e-05
11090,1.298e-05
11090,2.924e-05
11090,1.404e-05
11090,1.526e-05
11090,3.071e-05
11090,1.904e-05
11100,4.71e-06
11100,1.66e-05
11100,2.355e-05
11100,1.768e-05
11100,3.126e-05
11100,1.142e-05
11100,8.68e-06
11100,2.329e-05
11100,5.58e-06
11100,1.664e-05
11110,2.971e-05
11110,1.363e-05
11110,1.029e-05
11110,1.0501e-05
11110,1.362e-05
11110,2.917e-05
11110,2.723e-05
11110,1.72e-05
11110,1.403e-05
11110,1.32e-06
11120,3.162e-05
11120,2.099e-05
11120,2.8871e-05
11120,5.66e-06
11120,2.294e-05
11120,2.6971e-05
11120,6.741e-06
11120,7.1e-07
11120,1.808e-05
11120,1.354e-05
11130,3.2211e-05
11130,2.6931e-05
11130,1.357e-05
11130,2.734e-05
11130,4.64e-06
11130,9.38e-06
11130,1.3131e-05
11130,2.87e-06
11130,2.698e-05
11130,2.269e-05
11140,3.26e-06
11140,2.772e-05
11140,1.5501e-05
11140,9.73e-06
11140,2.167e-05
11140,1.184e-05
11140,1.47e-05
11140,2.417e-05
11140,7.12e-06
11140,1.794e-05
11150,2.136e-05
11150,8.5e-06
11150,2.26e-06
11150,1.3971e-05
11150,2.574e-05
11150,3.204e-05
11150,2.474e-05
11150,6.23e-06
11150,2.76e-06
11150,1.936e-05
11160,5.31e-06
11160,2.309e-05
11160,1.656e-05
11160,2.842e-05
11160,4.6e-07
11160,1.909e-05
11160,3.1161e-05
11160,2.067e-05
11160,3.002e-05
11160,2.163e-05
11170,2.964e-05
11170,2.282e-05
11170,1.759e-05
11170,2.46e-06
11170,9.06e-06
11170,8.4e-06
11170,6.82e-06
11170,2.794e-05
11170,2.667e-05
11170,5.41e-06
11180,5.5e-06
11180,6.62e-06
11180,1.745e-05
11180,1.9651e-05
11180,2.367e-05
11180,8.44e-06
11180,4.65e-06
11180,2.226e-05
11180,1.513e-05
11180,5.28e-06
11190,8.21e-06
11190,1.08e-06
11190,6.57e-06
11190,7.14e-06
11190,1.201e-05
11190,2.027e-05
11190,1.666e-05
11190,2.478e-05
11190,2.199e-05
11190,3.2631e-05
11200,8.11e-06
11200,2.713e-05
11200,2.11e-06
11200,1.017e-05
11200,1.878e-05
11200,2.87e-05
11200,3.107e-05
11200,2.4121e-05
11200,3.112e-05
11200,1.985e-05
11210,2.029e-05
11210,2.465e-05
11210,1.98e-06
11210,1.805e-05
11210,3.243e-05
11210,3.071e-05
11210,1.18e-05
11210,1.451e-05
11210,3.272e-05
11210,2.31e-06
11220,8.78e-06
11220,2.56e-05
11220,2.94e-05
11220,1.801e-05
11220,2.248e-05
11220,2.214e-05
11220,2.644e-05
11220,2.376e-05
11220,1.132e-05
11220,1.08e-05
11230,7.61e-06
11230,2.809e-05
11230,9.65e-06
11230,2.619e-05
11230,1.708e-05
11230,3.1561e-05
11230,2.279e-05
11230,1.0671e-05
11230,1.288e-05
11230,2.432e-05
11240,2.812e-05
11240,2.298e-05
11240,3.1901e-05
11240,1.602e-05
11240,1.876e-05
11240,2.798e-05
11240,1.3301e-05
11240,2.9841e-05
11240,1.7391e-05
11240,9.9e-06
11250,1.214e-05
11250,4.83e-06
11250,7.14e-06
11250,5.95e-06
11250,5.2e-07
11250,8.84e-06
11250,2.076e-05
11250,1.412e-05
11250,1.292e-05
11250,5.33e-06
11260,3.183e-05
11260,1.651e-05
11260,3.186e-05
11260,3.136e-05
11260,5.95e-06
11260,2.378e-05
11260,1.185e-05
11260,2.45e-06
11260,1.61e-06
11260,2.043e-05
11270,2.451e-05
11270,2.1721e-05
11270,3.011e-05
11270,2.279e-05
11270,9.75e-06
11270,3.122e-05
11270,3.076e-05
11270,2.462e-05
11270,2.711e-05
11270,7.04e-06
11280,2.785e-05
11280,1.229e-05
11280,1.842e-05
11280,1.117e-05
11280,1.027e-05
11280,1.29e-05
11280,1.744e-05
11280,2.47e-06
11280,3.61e-06
11280,3.204e-05
11290,1.125e-05
11290,6.86e-06
11290,1.737e-05
11290,2.576e-05
11290,2.134e-05
11290,1.45e-06
11290,3.104e-05
11290,1.793e-05
11290,1.29e-06
11290,2.184e-05
11300,2.979e-05
11300,2.666e-05
11300,3.04e-06
11300,2.475e-05
11300,3.2691e-05
11300,2.3831e-05
11300,1.66e-05
11300,1.29e-05
11300,2.41e-06
11300,6.44e-06
11310,1.299e-05
11310,9e-06
11310,1.24e-06
11310,1.316e-05
11310,2.671e-05
11310,1.42e-06
11310,2.9e-07
11310,1.475e-05
11310,3.262e-05
11310,1.164e-05
11320,2.369e-05
11320,1.161e-05
11320,6.67e-06
11320,2.234e-05
11320,3.26e-05
11320,4.69e-06
11320,2.34e-06
11320,1.697e-05
11320,2.8781e-05
11320,2.7751e-05
11330,9.9e-06
11330,1.443e-05
11330,8.75e-06
11330,8.51e-06
11330,1.52e-06
11330,3.223e-05
11330,5.05e-06
11330,2.268e-05
11330,9.95e-06
11330,1.441e-05
11340,3.14e-06
11340,1.459e-05
11340,3.115e-05
11340,1.873e-05
11340,2.8891e-05
11340,1.016e-05
11340,2.553e-05
11340,3.251e-05
11340,1.276e-05
11340,1.774e-05
11350,5.31e-06
11350,3.177e-05
11350,2.449e-05
11350,3.222e-05
11350,3.256e-05
11350,1.373e-05
11350,3.63e-06
11350,2.844e-05
11350,3.1161e-05
11350,1.249e-05
11360,7.1e-06
11360,9.56e-06
11360,1.705e-05
11360,5.9e-07
11360,1.242e-05
11360,2.3551e-05
11360,2.954e-05
11360,1.972e-05
11360,3.051e-05
11360,2.115e-05
11370,4.48e-06
11370,3.1651e-05
11370,7.24e-06
11370,2.633e-05
11370,7.54e-06
11370,2.309e-05
11370,1.575e-05
11370,3.1261e-05
11370,2.619e-05
11370,6.82e-06
11380,2.877e-05
11380,1.777e-05
11380,3.1041e-05
11380,8.91e-06
11380,1.741e-05
11380,1.593e-05
11380,6.6e-06
11380,3.1e-05
11380,1.87e-05
11380,2.051e-05
11390,2.305e-05
11390,6.51e-06
11390,2.42e-06
11390,1.443e-05
11390,2.395e-05
11390,3.196e-05
11390,2.117e-05
11390,1.411e-05
11390,2.572e-05
11390,3.289e-05
11400,2.0131e-05
11400,8.26e-06
11400,2.916e-05
11400,1.92e-05
11400,1.092e-05
11400,1.544e-05
11400,4.75e-06
11400,3.12e-05
11400,3.221e-05
11400,1.51e-06
11410,1.4241e-05
11410,4.1e-06
11410,4.2e-07
11410,1.092e-05
11410,2.41e-05
11410,2.52e-06
11410,2.97e-06
11410,1.426e-05
11410,2.667e-05
11410,1.883e-05
11420,9.49e-06
11420,9.601e-06
11420,1.175e-05
11420,1.819e-05
11420,3.142e-05
11420,2.947e-05
11420,1.166e-05
11420,3.081e-05
11420,1.84e-05
11420,1.429e-05
11430,2.866e-05
11430,2.029e-05
11430,2.695e-05
11430,9.401e-06
11430,6.09e-06
11430,3.049e-05
11430,3.007e-05
11430,1.716e-05
11430,2.9961e-05
11430,1.749e-05
11440,2.674e-05
11440,8.3e-07
11440,1.446e-05
11440,2.334e-05
11440,1.953e-05
11440,2.398e-05
11440,2.948e-05
11440,2.352e-05
11440,3.176e-05
11440,2.1081e-05
11450,2.028e-05
11450,1.431e-05
11450,7.22e-06
11450,8.21e-06
11450,4.75e-06
11450,2.952e-05
11450,1.88e-05
11450,2.937e-05
11450,1.859e-05
11450,1.174e-05
11460,4.38e-06
11460,1.768e-05
11460,2.988e-05
11460,3.031e-05
11460,9.32e-06
11460,3.22e-05
11460,2.913e-05
11460,2.764e-05
11460,1.135e-05
11460,2.9821e-05
11470,1.878e-05
11470,3.411e-05
11470,2.975e-05
11470,2.604e-05
11470,3.286e-05
11470,1.337e-05
11470,6.87e-06
11470,1.77e-06
11470,1.913e-05
11470,2.443e-05
11480,9.3e-07
11480,2.156e-05
11480,1.389e-05
11480,2.68e-06
11480,2.3e-07
11480,2.952e-05
11480,3.8e-05
11480,8.98e-06
11480,1.901e-05
11480,1.401e-05
11490,2.147e-05
11490,6.27e-06
11490,1.341e-05
11490,2.978e-05
11490,8.46e-06
11490,3.182e-05
11490,1.202e-05
11490,7.71e-06
11490,2.537e-05
11490,1.206e-05
11500,3.134e-05
11500,7.75e-06
11500,1.139e-05
11500,2.129e-05
11500,7.77e-06
11500,1.337e-05
11500,1.356e-05
11500,2.819e-05
11500,1.284e-05
11500,9.87e-06
11510,3.83e-06
11510,1.312e-05
11510,2.3721e-05
11510,9e-06
11510,2.277e-05
11510,1.487e-05
11510,8.28e-06
11510,1.037e-05
11510,1.86e-06
11510,2.22e-06
11520,1.226e-05
11520,4.6e-06
11520,2.868e-05
11520,2.0821e-05
11520,2.476e-05
11520,1.657e-05
11520,1.703e-05
11520,7.85e-06
11520,3.249e-05
11520,3.82e-06
11530,1.618e-05
11530,2.247e-05
11530,2.017e-05
11530,1.095e-05
11530,1.792e-05
11530,3.73e-06
11530,2.2391e-05
11530,2.994e-05
11530,2.34e-06
11530,2.8321e-05
11540,2.249e-05
11540,4.31e-06
11540,2.204e-05
11540,2.758e-05
11540,1.58e-06
11540,1.43e-05
11540,1.7e-06
11540,2.8531e-05
11540,2.349e-05
11540,1.936e-05
11550,2.628e-05
11550,5.34e-06
11550,1.54e-06
11550,1.621e-05
11550,2.708e-05
11550,1.69e-05
11550,1.9401e-05
11550,2.42e-06
11550,2.467e-05
11550,5.95e-06
11560,2.221e-05
11560,3.296e-05
11560,3.172e-05
11560,1.9061e-05
11560,1.606e-05
11560,1.521e-05
11560,2.782e-05
11560,2.835e-05
11560,3.301e-05
11560,2.079e-05
11570,2.501e-05
11570,2.942e-05
11570,2.69e-05
11570,1.909e-05
11570,1.183e-05
11570,2.78e-05
11570,6.43e-06
11570,1.077e-05
11570,2.063e-05
11570,3.4e-06
11580,2.592e-05
11580,2.241e-05
11580,1.097e-05
11580,1.354e-05
11580,1.673e-05
11580,6.75e-06
11580,2.4961e-05
11580,3.271e-05
11580,9.23e-06
11580,1.012e-05
11590,1.209e-05
11590,1.6701e-05
11590,2.599e-05
11590,1.5361e-05
11590,7.85e-06
11590,2.42e-06
11590,1.684e-05
11590,3.104e-05
11590,2.37e-06
11590,9.81e-06
11600,2.5651e-05
11600,2.023e-05
11600,8.15e-06
11600,2.492e-05
11600,2.93e-06
11600,2.82e-05
11600,1.711e-05
11600,3.254e-05
11600,4.08e-06
11600,1.681e-05
11610,1.573e-05
11610,1.736e-05
11610,2.899e-05
11610,3.01e-06
11610,2.856e-05
11610,5.81e-06
11610,3.141e-05
11610,2.08e-05
11610,2.082e-05
11610,1.639e-05
11620,2.163e-05
11620,1.728e-05
11620,1.9e-06
11620,1.131e-05
11620,3.73e-06
11620,2.882e-05
11620,1.225e-05
11620,1.566e-05
11620,2.132e-05
11620,2.039e-05
11630,3.289e-05
11630,1.379e-05
11630,5.45e-06
11630,2.146e-05
11630,5.36e-06
11630,3.22e-05
11630,1.762e-05
11630,1.76e-05
11630,2.19e-05
11630,1.75e-06
11640,2.21e-05
11640,8.71e-06
11640,3.257e-05
11640,2.73e-06
11640,2.9571e-05
11640,3.113e-05
11640,1.123e-05
11640,1.846e-05
11640,6.61e-06
11640,2.084e-05
11650,3.273e-05
11650,3.256e-05
11650,5.15e-06
11650,2.3631e-05
11650,5.59e-06
11650,1.928e-05
11650,3.175e-05
11650,3.69e-06
11650,1.092e-05
11650,1.882e-05
11660,2.303e-05
11660,9.44e-06
11660,2.646e-05
11660,1.639e-05
11660,7.691e-06
11660,2.006e-05
11660,3.426e-05
11660,2.153e-05
11660,3.082e-05
11660,5.98e-06
11670,7.97e-06
11670,1.44e-06
11670,1.205e-05
11670,8.08e-06
11670,1.599e-05
11670,3.363e-05
11670,2.738e-05
11670,3.022e-05
11670,1.149e-05
11670,5.13e-06
11680,1.663e-05
11680,1.267e-05
11680,7.27e-06
11680,1.672e-05
11680,2.378e-05
11680,2.4e-06
11680,1.849e-05
11680,3.261e-05
11680,1.223e-05
11680,2.94e-05
11690,1.675e-05
11690,2.426e-05
11690,6.99e-06
11690,1.729e-05
11690,1.244e-05
11690,9.4e-07
11690,3.172e-05
11690,1.85e-05
11690,2.317e-05
11690,1.683e-05
11700,2.9681e-05
11700,2.189e-05
11700,9.35e-06
11700,1.163e-05
11700,8.1e-07
11700,4.37e-06
11700,7.67e-06
11700,2.74e-05
11700,3.0841e-05
11700,1.71e-06
11710,2.233e-05
11710,6.66e-06
11710,1.479e-05
11710,8.61e-06
11710,2.299e-05
11710,1.977e-05
11710,8.28e-06
11710,1.436e-05
11710,1.824e-05
11710,9.88e-06
11720,3.38e-06
11720,5.91e-06
11720,2.94e-06
11720,8.68e-06
11720,2.6e-07
11720,8.31e-06
11720,3.7511e-05
11720,1.3611e-05
11720,2.6951e-05
11720,2.737e-05
11730,8.01e-06
11730,1.695e-05
11730,4.325e-05
11730,2.751e-05
11730,4.0371e-05
11730,1.052e-05
11730,1.29e-06
11730,2.166e-05
11730,2.097e-05
11730,1.043e-05
11740,1.403e-05
11740,3.9331e-05
11740,2.1e-07
11740,1.11e-06
11740,1.684e-05
11740,3.689e-05
11740,1.4461e-05
11740,3.124e-05
11740,1.074e-05
11740,5.8e-06
11750,3.116e-05
11750,3.4e-05
11750,2.849e-05
11750,3.067e-05
11750,3.07e-05
11750,4.97e-06
11750,5.67e-06
11750,1.773e-05
11750,1.53e-06
11750,3.63e-06
11760,8.7e-07
11760,2.765e-05
11760,3.098e-05
11760,9.81e-06
11760,3.136e-05
11760,2.7401e-05
11760,2.829e-05
11760,3.087e-05
11760,3.061e-05
11760,1.981e-05
11770,2.527e-05
11770,1.996e-05
11770,2.01e-05
11770,6.64e-06
11770,1.081e-05
11770,2.036e-05
11770,1.583e-05
11770,3.6e-06
11770,4.66e-06
11770,8.201e-06
11780,2.868e-05
11780,3.325e-05
11780,3.21e-06
11780,1.92e-05
11780,5.95e-06
11780,1.004e-05
11780,8.781e-06
11780,2.093e-05
11780,3.293e-05
11780,1.768e-05
11790,1.534e-05
11790,2.326e-05
11790,3.23e-06
11790,2.564e-05
11790,1.457e-05
11790,3.423e-05
11790,1.02e-06
11790,3.296e-05
11790,2.177e-05
11790,2.3e-05
11800,1.992e-05
11800,1.442e-05
11800,1.588e-05
11800,3.274e-05
11800,6.81e-06
11800,9.81e-06
11800,2.84e-06
11800,2.417e-05
11800,2.69e-05
11800,3.2181e-05
11810,9.15e-06
11810,8.521e-06
11810,4.19e-06
11810,8.5e-06
11810,1.006e-05
11810,5.8e-06
11810,2.918e-05
11810,4.93e-06
11810,3.274e-05
11810,4.65e-06
11820,2.5321e-05
11820,3.01e-06
11820,2.852e-05
11820,1.497e-05
11820,2.451e-05
11820,1.311e-05
11820,2.549e-05
11820,1.507e-05
11820,1.056e-05
11820,2.9e-06
11830,5.19e-06
11830,8.37e-06
11830,1.889e-05
11830,2.1981e-05
11830,2.758e-05
11830,4.14e-06
11830,1.332e-05
11830,1.243e-05
11830,2.573e-05
11830,1.776e-05
11840,6.8e-07
11840,2.08e-05
11840,2.975e-05
11840,2.9681e-05
11840,2.544e-05
11840,1.689e-05
11840,4.02e-06
11840,2.863e-05
11840,8.37e-06
11840,1.4e-07
11850,2.63e-05
11850,2.901e-05
11850,2.58e-06
11850,3.96e-06
11850,9.17e-06
11850,1.37e-06
11850,1.7e-07
11850,3.9671e-05
11850,1.978e-05
11850,1.745e-05
11860,3.181e-05
11860,3.289e-05
11860,1.121e-05
11860,1.52e-05
11860,2.548e-05
11860,2.5771e-05
11860,2.6641e-05
11860,4.1351e-05
11860,3.8181e-05
11860,3.204e-05
11870,1.017e-05
11870,2.559e-05
11870,1.202e-05
11870,2.783e-05
11870,1.102e-05
11870,1.686e-05
11870,1.9e-05
11870,1.7011e-05
11870,4.1571e-05
11870,4.467e-05
11880,1.147e-05
11880,4.711e-05
11880,3.4e-07
11880,4.52e-05
11880,1.814e-05
11880,4.106e-05
11880,8.36e-06
11880,3.51e-06
11880,1.814e-05
11880,2.037e-05
11890,4.2951e-05
11890,9.98e-06
11890,6.88e-06
11890,4.214e-05
11890,3.14e-06
11890,3.817e-05
11890,4.542e-05
11890,4.191e-05
11890,8.54e-06
11890,4.17e-06
11900,2.515e-05
11900,3.755e-05
11900,1.17e-06
11900,4.374e-05
11900,1.386e-05
11900,2.561e-05
11900,2.0751e-05
11900,7.46e-06
11900,1.065e-05
11900,3.98e-05
11910,2.884e-05
11910,1.739e-05
11910,4.307e-05
11910,1.796e-05
11910,1.255e-05
11910,5.33e-06
11910,1.45e-05
11910,2.808e-05
11910,2.318e-05
11910,1.616e-05
11920,2.074e-05
11920,4.457e-05
11920,4.0301e-05
11920,1.9e-05
11920,1.8021e-05
11920,2.8091e-05
11920,7.64e-06
11920,2.201e-05
11920,3.63e-05
11920,9.8e-06
11930,1.269e-05
11930,3.991e-05
11930,3e-05
11930,3.416e-05
11930,1.997e-05
11930,4.133e-05
11930,1.95e-06
11930,1.033e-05
11930,5.121e-05
11930,3.415e-05
11940,1.815e-05
11940,2.598e-05
11940,3.573e-05
11940,3.705e-05
11940,1.727e-05
11940,2.778e-05
11940,1.12e-06
11940,1.213e-05
11940,3.222e-05
11940,3.85e-06
11950,1.84e-06
11950,1.788e-05
11950,2.256e-05
11950,4.13e-05
11950,1.91e-05
11950,2.58e-06
11950,6.14e-06
11950,1.425e-05
11950,2.629e-05
11950,3.255e-05
11960,3.743e-05
11960,1.5e-06
11960,4.417e-05
11960,2.14e-05
11960,2.985e-05
11960,9.23e-06
11960,3.136e-05
11960,4.257e-05
