Num5,LinearLM
9090,1.024e-05
9090,1.024e-05
9090,1.121e-05
9090,1.018e-05
9090,1.024e-05
9090,1.214e-05
9100,1.02e-05
9100,1.025e-05
9100,1.026e-05
9100,1.026e-05
9100,1.025e-05
9100,1.02e-05
9100,1.019e-05
9100,1.019e-05
9100,1.025e-05
9100,1.025e-05
9110,1.026e-05
9110,1.027e-05
9110,1.0259e-05
9110,1.027e-05
9110,1.027e-05
9110,1.026e-05
9110,1.026e-05
9110,1.026e-05
9110,1.027e-05
9110,1.027e-05
9120,1.027e-05
9120,1.027e-05
9120,1.027e-05
9120,1.027e-05
9120,1.027e-05
9120,1.027e-05
9120,1.021e-05
9120,1.027e-05
9120,1.027e-05
9120,1.0279e-05
9130,1.028e-05
9130,1.028e-05
9130,1.022e-05
9130,1.029e-05
9130,1.209e-05
9130,1.023e-05
9130,1.023e-05
9130,1.028e-05
9130,1.0289e-05
9130,1.029e-05
9140,1.024e-05
9140,1.029e-05
9140,1.03e-05
9140,1.0239e-05
9140,1.03e-05
9140,1.029e-05
9140,1.0239e-05
9140,1.024e-05
9140,1.025e-05
9140,1.03e-05
9150,1.031e-05
9150,1.0249e-05
9150,1.03e-05
9150,1.031e-05
9150,1.0309e-05
9150,1.03e-05
9150,1.031e-05
9150,1.28e-05
9150,1.03e-05
9150,1.031e-05
9160,1.032e-05
9160,1.026e-05
9160,1.026e-05
9160,1.031e-05
9160,1.032e-05
9160,1.026e-05
9160,1.026e-05
9160,1.027e-05
9160,1.032e-05
9160,1.026e-05
9170,1.027e-05
9170,1.027e-05
9170,1.033e-05
9170,1.027e-05
9170,1.027e-05
9170,1.027e-05
9170,1.033e-05
9170,1.027e-05
9170,1.0269e-05
9170,1.033e-05
9180,1.028e-05
9180,1.034e-05
9180,1.034e-05
9180,1.028e-05
9180,1.028e-05
9180,1.029e-05
9180,1.028e-05
9180,1.029e-05
9180,1.034e-05
9180,1.028e-05
9190,1.03e-05
9190,1.035e-05
9190,1.035e-05
9190,1.035e-05
9190,1.035e-05
9190,1.03e-05
9190,1.03e-05
9190,1.03e-05
9190,1.036e-05
9190,1.036e-05
9200,1.024e-05
9200,1.025e-05
9200,1.024e-05
9200,1.025e-05
9200,1.025e-05
9200,1.025e-05
9200,1.025e-05
9200,1.0249e-05
9200,1.024e-05
9200,1.025e-05
9210,1.025e-05
9210,1.026e-05
9210,1.026e-05
9210,1.263e-05
9210,1.026e-05
9210,1.026e-05
9210,1.032e-05
9210,1.032e-05
9210,1.026e-05
9210,1.031e-05
9220,1.033e-05
9220,1.034e-05
9220,1.027e-05
9220,1.027e-05
9220,1.033e-05
9220,1.027e-05
9220,1.027e-05
9220,1.027e-05
9220,1.027e-05
9220,1.027e-05
9230,1.028e-05
9230,1.028e-05
9230,1.034e-05
9230,1.034e-05
9230,1.034e-05
9230,1.034e-05
9230,1.034e-05
9230,1.034e-05
9230,1.0289e-05
9230,1.029e-05
9240,1.035e-05
9240,1.035e-05
9240,1.035e-05
9240,1.029e-05
9240,1.03e-05
9240,1.03e-05
9240,1.035e-05
9240,1.03e-05
9240,1.03e-05
9240,1.293e-05
9250,1.03e-05
9250,1.037e-05
9250,1.031e-05
9250,1.03e-05
9250,1.031e-05
9250,1.03e-05
9250,1.036e-05
9250,1.03e-05
9250,1.03e-05
9250,1.031e-05
9260,1.032e-05
9260,1.031e-05
9260,1.031e-05
9260,1.032e-05
9260,1.031e-05
9260,1.031e-05
9260,1.032e-05
9260,1.032e-05
9260,1.031e-05
9260,1.032e-05
9270,1.034e-05
9270,1.033e-05
9270,1.033e-05
9270,1.032e-05
9270,1.033e-05
9270,1.033e-05
9270,1.033e-05
9270,1.033e-05
9270,1.033e-05
9270,1.0319e-05
9280,1.034e-05
9280,1.034e-05
9280,1.034e-05
9280,1.034e-05
9280,1.034e-05
9280,1.034e-05
9280,1.034e-05
9280,1.034e-05
9280,1.04e-05
9280,1.033e-05
9290,1.036e-05
9290,1.035e-05
9290,1.041e-05
9290,1.035e-05
9290,1.035e-05
9290,1.035e-05
9290,1.041e-05
9290,1.034e-05
9290,1.035e-05
9290,1.034e-05
9300,1.042e-05
9300,1.042e-05
9300,1.036e-05
9300,1.036e-05
9300,1.036e-05
9300,1.036e-05
9300,1.036e-05
9300,1.036e-05
9300,1.036e-05
9300,1.036e-05
9310,1.037e-05
9310,1.036e-05
9310,1.0369e-05
9310,1.037e-05
9310,1.037e-05
9310,1.037e-05
9310,1.037e-05
9310,1.037e-05
9310,1.037e-05
9310,1.037e-05
9320,1.039e-05
9320,1.038e-05
9320,1.038e-05
9320,1.038e-05
9320,1.038e-05
9320,1.038e-05
9320,1.038e-05
9320,1.0379e-05
9320,1.038e-05
9320,1.038e-05
9330,1.04e-05
9330,1.039e-05
9330,1.039e-05
9330,1.039e-05
9330,1.039e-05
9330,1.039e-05
9330,1.039e-05
9330,1.046e-05
9330,1.045e-05
9330,1.041e-05
9340,1.04e-05
9340,1.041e-05
9340,1.04e-05
9340,1.041e-05
9340,1.041e-05
9340,1.04e-05
9340,1.041e-05
9340,1.041e-05
9340,1.398e-05
9340,1.0409e-05
9350,1.041e-05
9350,1.042e-05
9350,1.041e-05
9350,1.042e-05
9350,1.042e-05
9350,1.042e-05
9350,1.041e-05
9350,1.041e-05
9350,1.042e-05
9350,1.042e-05
9360,1.042e-05
9360,1.043e-05
9360,1.043e-05
9360,1.042e-05
9360,1.043e-05
9360,1.042e-05
9360,1.043e-05
9360,1.043e-05
9360,1.042e-05
9360,1.043e-05
9370,1.044e-05
9370,1.043e-05
9370,1.044e-05
9370,1.044e-05
9370,1.044e-05
9370,1.044e-05
9370,1.044e-05
9370,1.043e-05
9370,1.044e-05
9370,1.043e-05
9380,1.044e-05
9380,1.045e-05
9380,1.045e-05
9380,1.044e-05
9380,1.045e-05
9380,1.045e-05
9380,1.0439e-05
9380,1.0509e-05
9380,1.051e-05
9380,1.051e-05
9390,1.046e-05
9390,1.0459e-05
9390,1.046e-05
9390,1.046e-05
9390,1.046e-05
9390,1.046e-05
9390,1.045e-05
9390,1.052e-05
9390,1.05e-05
9390,1.048e-05
9400,1.048e-05
9400,1.047e-05
9400,1.047e-05
9400,1.048e-05
9400,1.047e-05
9400,1.047e-05
9400,1.048e-05
9400,1.053e-05
9400,1.048e-05
9400,1.047e-05
9410,1.048e-05
9410,1.048e-05
9410,1.049e-05
9410,1.048e-05
9410,1.0479e-05
9410,1.048e-05
9410,1.048e-05
9410,1.048e-05
9410,1.048e-05
9410,1.207e-05
9420,1.05e-05
9420,1.0489e-05
9420,1.049e-05
9420,1.049e-05
9420,1.049e-05
9420,1.049e-05
9420,1.049e-05
9420,1.049e-05
9420,1.05e-05
9420,1.049e-05
9430,1.0509e-05
9430,1.05e-05
9430,1.051e-05
9430,1.0499e-05
9430,1.05e-05
9430,1.05e-05
9430,1.05e-05
9430,1.05e-05
9430,1.051e-05
9430,1.05e-05
9440,1.052e-05
9440,1.052e-05
9440,1.293e-05
9440,1.057e-05
9440,1.0519e-05
9440,1.052e-05
9440,1.0509e-05
9440,1.051e-05
9440,1.051e-05
9440,1.052e-05
9450,1.059e-05
9450,1.053e-05
9450,1.052e-05
9450,1.052e-05
9450,1.053e-05
9450,1.053e-05
9450,1.053e-05
9450,1.053e-05
9450,1.052e-05
9450,1.053e-05
9460,1.054e-05
9460,1.054e-05
9460,1.054e-05
9460,1.054e-05
9460,1.048e-05
9460,1.0529e-05
9460,1.053e-05
9460,1.054e-05
9460,1.054e-05
9460,1.054e-05
9470,1.055e-05
9470,1.087e-05
9470,1.055e-05
9470,1.055e-05
9470,1.055e-05
9470,1.055e-05
9470,1.056e-05
9470,1.0489e-05
9470,1.056e-05
9470,1.0549e-05
9480,1.056e-05
9480,1.056e-05
9480,1.056e-05
9480,1.056e-05
9480,1.056e-05
9480,1.056e-05
9480,1.057e-05
9480,1.057e-05
9480,1.057e-05
9480,1.056e-05
9490,1.052e-05
9490,1.058e-05
9490,1.058e-05
9490,1.058e-05
9490,1.057e-05
9490,1.046e-05
9490,1.057e-05
9490,1.045e-05
9490,1.058e-05
9490,1.057e-05
9500,1.059e-05
9500,1.058e-05
9500,1.059e-05
9500,1.054e-05
9500,1.059e-05
9500,1.059e-05
9500,1.059e-05
9500,1.048e-05
9500,1.06e-05
9500,1.058e-05
9510,1.059e-05
9510,1.049e-05
9510,1.054e-05
9510,1.059e-05
9510,1.06e-05
9510,1.059e-05
9510,1.048e-05
9510,1.059e-05
9510,1.059e-05
9510,1.06e-05
9520,1.06e-05
9520,1.061e-05
9520,1.061e-05
9520,1.049e-05
9520,1.106e-05
9520,1.055e-05
9520,1.061e-05
9520,1.061e-05
9520,1.055e-05
9520,1.061e-05
9530,1.061e-05
9530,1.056e-05
9530,1.062e-05
9530,1.061e-05
9530,1.056e-05
9530,1.062e-05
9530,1.05e-05
9530,1.062e-05
9530,1.05e-05
9530,1.063e-05
9540,1.063e-05
9540,1.062e-05
9540,1.062e-05
9540,1.057e-05
9540,1.051e-05
9540,1.063e-05
9540,1.051e-05
9540,1.062e-05
9540,1.051e-05
9540,1.063e-05
9550,1.064e-05
9550,1.064e-05
9550,1.064e-05
9550,1.09e-05
9550,1.058e-05
9550,1.058e-05
9550,1.063e-05
9550,1.052e-05
9550,1.059e-05
9550,1.057e-05
9560,1.053e-05
9560,1.071e-05
9560,1.134e-05
9560,1.0649e-05
9560,1.053e-05
9560,1.065e-05
9560,1.065e-05
9560,1.053e-05
9560,1.065e-05
9560,1.059e-05
9570,1.071e-05
9570,1.065e-05
9570,1.061e-05
9570,1.06e-05
9570,1.06e-05
9570,1.054e-05
9570,1.0659e-05
9570,1.061e-05
9570,1.066e-05
9570,1.072e-05
9580,1.061e-05
9580,1.062e-05
9580,1.066e-05
9580,1.068e-05
9580,1.056e-05
9580,1.061e-05
9580,1.062e-05
9580,1.0619e-05
9580,1.061e-05
9580,1.068e-05
9590,1.068e-05
9590,1.056e-05
9590,1.069e-05
9590,1.068e-05
9590,1.068e-05
9590,1.056e-05
9590,1.062e-05
9590,1.057e-05
9590,1.068e-05
9590,1.137e-05
9600,1.07e-05
9600,1.058e-05
9600,1.069e-05
9600,1.069e-05
9600,1.07e-05
9600,1.063e-05
9600,1.205e-05
9600,1.063e-05
9600,1.063e-05
9600,1.064e-05
9610,1.07e-05
9610,1.07e-05
9610,1.071e-05
9610,1.065e-05
9610,1.058e-05
9610,1.064e-05
9610,1.07e-05
9610,1.07e-05
9610,1.07e-05
9610,1.059e-05
9620,1.071e-05
9620,1.066e-05
9620,1.066e-05
9620,1.061e-05
9620,1.06e-05
9620,1.066e-05
9620,1.06e-05
9620,1.0719e-05
9620,1.06e-05
9620,1.071e-05
9630,1.073e-05
9630,1.073e-05
9630,1.061e-05
9630,1.0609e-05
9630,1.067e-05
9630,1.073e-05
9630,1.067e-05
9630,1.073e-05
9630,1.061e-05
9630,1.067e-05
9640,1.067e-05
9640,1.068e-05
9640,1.068e-05
9640,1.073e-05
9640,1.073e-05
9640,1.0619e-05
9640,1.062e-05
9640,1.068e-05
9640,1.0679e-05
9640,1.062e-05
9650,1.063e-05
9650,1.069e-05
9650,1.0699e-05
9650,1.063e-05
9650,1.0759e-05
9650,1.075e-05
9650,1.069e-05
9650,1.0629e-05
9650,1.063e-05
9650,1.107e-05
9660,1.07e-05
9660,1.225e-05
9660,1.076e-05
9660,1.076e-05
9660,1.069e-05
9660,1.076e-05
9660,1.07e-05
9660,1.0819e-05
9660,1.071e-05
9660,1.071e-05
9670,1.065e-05
9670,1.077e-05
9670,1.065e-05
9670,1.066e-05
9670,1.077e-05
9670,1.072e-05
9670,1.071e-05
9670,1.071e-05
9670,1.066e-05
9670,1.065e-05
9680,1.072e-05
9680,1.084e-05
9680,1.073e-05
9680,1.183e-05
9680,1.072e-05
9680,1.073e-05
9680,1.078e-05
9680,1.078e-05
9680,1.104e-05
9680,1.079e-05
9690,1.067e-05
9690,1.073e-05
9690,1.067e-05
9690,1.067e-05
9690,1.073e-05
9690,1.073e-05
9690,1.08e-05
9690,1.073e-05
9690,1.079e-05
9690,1.074e-05
9700,1.068e-05
9700,1.074e-05
9700,1.069e-05
9700,1.069e-05
9700,1.08e-05
9700,1.074e-05
9700,1.075e-05
9700,1.074e-05
9700,1.069e-05
9700,1.074e-05
9710,1.0689e-05
9710,1.247e-05
9710,1.082e-05
9710,1.075e-05
9710,1.082e-05
9710,1.076e-05
9710,1.07e-05
9710,1.07e-05
9710,1.082e-05
9710,1.07e-05
9720,1.071e-05
9720,1.082e-05
9720,1.077e-05
9720,1.076e-05
9720,1.071e-05
9720,1.242e-05
9720,1.071e-05
9720,1.071e-05
9720,1.082e-05
9720,1.077e-05
9730,1.072e-05
9730,1.078e-05
9730,1.078e-05
9730,1.085e-05
9730,1.259e-05
9730,1.072e-05
9730,1.084e-05
9730,1.0719e-05
9730,1.078e-05
9730,1.0829e-05
9740,1.079e-05
9740,1.0789e-05
9740,1.308e-05
9740,1.072e-05
9740,1.084e-05
9740,1.073e-05
9740,1.072e-05
9740,1.074e-05
9740,1.073e-05
9740,1.085e-05
9750,1.074e-05
9750,1.08e-05
9750,1.087e-05
9750,1.074e-05
9750,1.123e-05
9750,1.086e-05
9750,1.08e-05
9750,1.095e-05
9750,1.092e-05
9750,1.111e-05
9760,1.0879e-05
9760,1.087e-05
9760,1.081e-05
9760,1.087e-05
9760,1.087e-05
9760,1.075e-05
9760,1.091e-05
9760,1.076e-05
9760,1.091e-05
9760,1.082e-05
9770,1.0769e-05
9770,1.0879e-05
9770,1.082e-05
9770,1.089e-05
9770,1.089e-05
9770,1.084e-05
9770,1.082e-05
9770,1.082e-05
9770,1.088e-05
9770,1.076e-05
9780,1.077e-05
9780,1.091e-05
9780,1.09e-05
9780,1.077e-05
9780,1.089e-05
9780,1.078e-05
9780,1.084e-05
9780,1.089e-05
9780,1.078e-05
9780,1.084e-05
9790,1.085e-05
9790,1.09e-05
9790,1.09e-05
9790,1.079e-05
9790,1.091e-05
9790,1.084e-05
9790,1.079e-05
9790,1.079e-05
9790,1.09e-05
9790,1.079e-05
9800,1.085e-05
9800,1.092e-05
9800,1.099e-05
9800,1.091e-05
9800,1.0859e-05
9800,1.085e-05
9800,1.191e-05
9800,1.092e-05
9800,1.08e-05
9800,1.079e-05
9810,1.086e-05
9810,1.093e-05
9810,1.081e-05
9810,1.081e-05
9810,1.087e-05
9810,1.087e-05
9810,1.093e-05
9810,1.093e-05
9810,1.087e-05
9810,1.0869e-05
9820,1.0879e-05
9820,1.094e-05
9820,1.095e-05
9820,1.082e-05
9820,1.094e-05
9820,1.088e-05
9820,1.088e-05
9820,1.088e-05
9820,1.094e-05
9820,1.082e-05
9830,1.089e-05
9830,1.083e-05
9830,1.083e-05
9830,1.095e-05
9830,1.088e-05
9830,1.089e-05
9830,1.083e-05
9830,1.083e-05
9830,1.084e-05
9830,1.526e-05
9840,1.09e-05
9840,1.084e-05
9840,1.084e-05
9840,1.084e-05
9840,1.09e-05
9840,1.083e-05
9840,1.095e-05
9840,1.0899e-05
9840,1.084e-05
9840,1.096e-05
9850,1.097e-05
9850,1.086e-05
9850,1.217e-05
9850,1.085e-05
9850,1.091e-05
9850,1.098e-05
9850,1.085e-05
9850,1.091e-05
9850,1.091e-05
9850,1.085e-05
9860,1.33e-05
9860,1.092e-05
9860,1.086e-05
9860,1.086e-05
9860,1.086e-05
9860,1.098e-05
9860,1.298e-05
9860,1.099e-05
9860,1.099e-05
9860,1.087e-05
9870,1.093e-05
9870,1.088e-05
9870,1.087e-05
9870,1.087e-05
9870,1.087e-05
9870,1.0929e-05
9870,1.087e-05
9870,1.1e-05
9870,1.093e-05
9870,1.087e-05
9880,1.107e-05
9880,1.094e-05
9880,1.089e-05
9880,1.088e-05
9880,1.089e-05
9880,1.094e-05
9880,1.094e-05
9880,1.101e-05
9880,1.088e-05
9880,1.088e-05
9890,1.102e-05
9890,1.095e-05
9890,1.091e-05
9890,1.095e-05
9890,1.089e-05
9890,1.089e-05
9890,1.095e-05
9890,1.101e-05
9890,1.095e-05
9890,1.09e-05
9900,1.096e-05
9900,1.097e-05
9900,1.096e-05
9900,1.103e-05
9900,1.097e-05
9900,1.093e-05
9900,1.238e-05
9900,1.102e-05
9900,1.098e-05
9900,1.097e-05
9910,1.1039e-05
9910,1.093e-05
9910,1.092e-05
9910,1.098e-05
9910,1.091e-05
9910,1.1039e-05
9910,1.098e-05
9910,1.103e-05
9910,1.092e-05
9910,1.092e-05
9920,1.099e-05
9920,1.099e-05
9920,1.099e-05
9920,1.106e-05
9920,1.093e-05
9920,1.093e-05
9920,1.112e-05
9920,1.099e-05
9920,1.104e-05
9920,1.105e-05
9930,1.1e-05
9930,1.1e-05
9930,1.099e-05
9930,1.099e-05
9930,1.094e-05
9930,1.094e-05
9930,1.1e-05
9930,1.1e-05
9930,1.094e-05
9930,1.106e-05
9940,1.094e-05
9940,1.095e-05
9940,1.107e-05
9940,1.094e-05
9940,1.095e-05
9940,1.108e-05
9940,1.095e-05
9940,1.101e-05
9940,1.108e-05
9940,1.107e-05
9950,1.096e-05
9950,1.096e-05
9950,1.1139e-05
9950,1.115e-05
9950,1.102e-05
9950,1.102e-05
9950,1.103e-05
9950,1.096e-05
9950,1.096e-05
9950,1.103e-05
9960,1.1029e-05
9960,1.103e-05
9960,1.103e-05
9960,1.103e-05
9960,1.098e-05
9960,1.109e-05
9960,1.104e-05
9960,1.097e-05
9960,1.1029e-05
9960,1.097e-05
9970,1.104e-05
9970,1.105e-05
9970,1.099e-05
9970,1.104e-05
9970,1.104e-05
9970,1.1109e-05
9970,1.111e-05
9970,1.098e-05
9970,1.111e-05
9970,1.1039e-05
9980,1.1e-05
9980,1.111e-05
9980,1.099e-05
9980,1.099e-05
9980,1.111e-05
9980,1.099e-05
9980,1.0999e-05
9980,1.099e-05
9980,1.111e-05
9980,1.112e-05
9990,1.107e-05
9990,1.113e-05
9990,1.101e-05
9990,1.1e-05
9990,1.1e-05
9990,1.113e-05
9990,1.106e-05
9990,1.101e-05
9990,1.107e-05
9990,1.1e-05
10000,1.107e-05
10000,1.114e-05
10000,1.114e-05
10000,1.108e-05
10000,1.113e-05
10000,1.114e-05
10000,1.114e-05
10000,1.102e-05
10000,1.234e-05
10000,1.108e-05
10010,1.102e-05
10010,1.115e-05
10010,1.116e-05
10010,1.103e-05
10010,1.115e-05
10010,1.102e-05
10010,1.1089e-05
10010,1.115e-05
10010,1.134e-05
10010,1.109e-05
10020,1.11e-05
10020,1.1099e-05
10020,1.11e-05
10020,1.116e-05
10020,1.104e-05
10020,1.148e-05
10020,1.119e-05
10020,1.117e-05
10020,1.103e-05
10020,1.103e-05
10030,1.117e-05
10030,1.111e-05
10030,1.111e-05
10030,1.112e-05
10030,1.111e-05
10030,1.105e-05
10030,1.106e-05
10030,1.117e-05
10030,1.104e-05
10030,1.21e-05
10040,1.113e-05
10040,1.1119e-05
10040,1.118e-05
10040,1.118e-05
10040,1.106e-05
10040,1.118e-05
10040,1.118e-05
10040,1.112e-05
10040,1.112e-05
10040,1.106e-05
10050,1.107e-05
10050,1.12e-05
10050,1.1129e-05
10050,1.248e-05
10050,1.119e-05
10050,1.107e-05
10050,1.12e-05
10050,1.113e-05
10050,1.1739e-05
10050,1.114e-05
10060,1.121e-05
10060,1.114e-05
10060,1.12e-05
10060,1.108e-05
10060,1.114e-05
10060,1.115e-05
10060,1.121e-05
10060,1.114e-05
10060,1.12e-05
10060,1.12e-05
10070,1.121e-05
10070,1.115e-05
10070,1.115e-05
10070,1.115e-05
10070,1.116e-05
10070,1.115e-05
10070,1.121e-05
10070,1.1089e-05
10070,1.115e-05
10070,1.115e-05
10080,1.1099e-05
10080,1.116e-05
10080,1.123e-05
10080,1.111e-05
10080,1.117e-05
10080,1.123e-05
10080,1.11e-05
10080,1.1229e-05
10080,1.122e-05
10080,1.11e-05
10090,1.124e-05
10090,1.117e-05
10090,1.118e-05
10090,1.118e-05
10090,1.117e-05
10090,1.124e-05
10090,1.112e-05
10090,1.124e-05
10090,1.124e-05
10090,1.118e-05
10100,1.112e-05
10100,1.12e-05
10100,1.118e-05
10100,1.113e-05
10100,1.125e-05
10100,1.119e-05
10100,1.286e-05
10100,1.125e-05
10100,1.113e-05
10100,1.125e-05
10110,1.121e-05
10110,1.126e-05
10110,1.125e-05
10110,1.113e-05
10110,1.126e-05
10110,1.12e-05
10110,1.126e-05
10110,1.1199e-05
10110,1.12e-05
10110,1.12e-05
10120,1.127e-05
10120,1.121e-05
10120,1.1269e-05
10120,1.114e-05
10120,1.127e-05
10120,1.115e-05
10120,1.127e-05
10120,1.127e-05
10120,1.121e-05
10120,1.115e-05
10130,1.372e-05
10130,1.116e-05
10130,1.128e-05
10130,1.122e-05
10130,1.116e-05
10130,1.115e-05
10130,1.128e-05
10130,1.122e-05
10130,1.123e-05
10130,1.128e-05
10140,1.117e-05
10140,1.129e-05
10140,1.124e-05
10140,1.129e-05
10140,1.123e-05
10140,1.129e-05
10140,1.123e-05
10140,1.123e-05
10140,1.117e-05
10140,1.129e-05
10150,1.131e-05
10150,1.13e-05
10150,1.119e-05
10150,1.125e-05
10150,1.118e-05
10150,1.131e-05
10150,1.125e-05
10150,1.13e-05
10150,1.124e-05
10150,1.132e-05
10160,1.125e-05
10160,1.348e-05
10160,1.125e-05
10160,1.126e-05
10160,1.131e-05
10160,1.337e-05
10160,1.126e-05
10160,1.131e-05
10160,1.132e-05
10160,1.132e-05
10170,1.133e-05
10170,1.121e-05
10170,1.133e-05
10170,1.12e-05
10170,1.127e-05
10170,1.133e-05
10170,1.126e-05
10170,1.12e-05
10170,1.132e-05
10170,1.132e-05
10180,1.121e-05
10180,1.122e-05
10180,1.135e-05
10180,1.127e-05
10180,1.23e-05
10180,1.134e-05
10180,1.121e-05
10180,1.134e-05
10180,1.134e-05
10180,1.128e-05
10190,1.135e-05
10190,1.128e-05
10190,1.1229e-05
10190,1.135e-05
10190,1.135e-05
10190,1.135e-05
10190,1.128e-05
10190,1.128e-05
10190,1.129e-05
10190,1.122e-05
10200,1.124e-05
10200,1.136e-05
10200,1.124e-05
10200,1.124e-05
10200,1.123e-05
10200,1.136e-05
10200,1.124e-05
10200,1.136e-05
10200,1.124e-05
10200,1.123e-05
10210,1.13e-05
10210,1.137e-05
10210,1.124e-05
10210,1.137e-05
10210,1.137e-05
10210,1.1249e-05
10210,1.137e-05
10210,1.124e-05
10210,1.143e-05
10210,1.131e-05
10220,1.61e-05
10220,1.125e-05
10220,1.126e-05
10220,1.126e-05
10220,1.1449e-05
10220,1.138e-05
10220,1.139e-05
10220,1.126e-05
10220,1.126e-05
10220,1.1379e-05
10230,1.134e-05
10230,1.132e-05
10230,1.127e-05
10230,1.139e-05
10230,1.139e-05
10230,1.139e-05
10230,1.14e-05
10230,1.139e-05
10230,1.126e-05
10230,1.369e-05
10240,1.141e-05
10240,1.128e-05
10240,1.141e-05
10240,1.141e-05
10240,1.128e-05
10240,1.14e-05
10240,1.128e-05
10240,1.128e-05
10240,1.141e-05
10240,1.134e-05
10250,1.252e-05
10250,1.135e-05
10250,1.142e-05
10250,1.129e-05
10250,1.141e-05
10250,1.135e-05
10250,1.142e-05
10250,1.13e-05
10250,1.142e-05
10250,1.129e-05
10260,1.137e-05
10260,1.143e-05
10260,1.1419e-05
10260,1.137e-05
10260,1.137e-05
10260,1.1299e-05
10260,1.137e-05
10260,1.142e-05
10260,1.13e-05
10260,1.13e-05
10270,1.131e-05
10270,1.144e-05
10270,1.144e-05
10270,1.143e-05
10270,1.138e-05
10270,1.145e-05
10270,1.131e-05
10270,1.144e-05
10270,1.15e-05
10270,1.138e-05
10280,1.373e-05
10280,1.145e-05
10280,1.132e-05
10280,1.138e-05
10280,1.133e-05
10280,1.132e-05
10280,1.139e-05
10280,1.1329e-05
10280,1.145e-05
10280,1.145e-05
10290,1.139e-05
10290,1.142e-05
10290,1.147e-05
10290,1.1339e-05
10290,1.141e-05
10290,1.135e-05
10290,1.14e-05
10290,1.14e-05
10290,1.141e-05
10290,1.134e-05
10300,1.1409e-05
10300,1.147e-05
10300,1.147e-05
10300,1.135e-05
10300,1.141e-05
10300,1.14e-05
10300,1.135e-05
10300,1.361e-05
10300,1.386e-05
10300,1.147e-05
10310,1.142e-05
10310,1.148e-05
10310,1.142e-05
10310,1.141e-05
10310,1.1359e-05
10310,1.148e-05
10310,1.148e-05
10310,1.136e-05
10310,1.136e-05
10310,1.149e-05
10320,1.137e-05
10320,1.149e-05
10320,1.15e-05
10320,1.137e-05
10320,1.149e-05
10320,1.149e-05
10320,1.15e-05
10320,1.143e-05
10320,1.15e-05
10320,1.138e-05
10330,1.144e-05
10330,1.15e-05
10330,1.138e-05
10330,1.138e-05
10330,1.15e-05
10330,1.138e-05
10330,1.144e-05
10330,1.144e-05
10330,1.138e-05
10330,1.144e-05
10340,1.151e-05
10340,1.1519e-05
10340,1.152e-05
10340,1.151e-05
10340,1.139e-05
10340,1.145e-05
10340,1.152e-05
10340,1.145e-05
10340,1.145e-05
10340,1.152e-05
10350,1.14e-05
10350,1.14e-05
10350,1.14e-05
10350,1.147e-05
10350,1.153e-05
10350,1.146e-05
10350,1.14e-05
10350,1.153e-05
10350,1.153e-05
10350,1.147e-05
10360,1.154e-05
10360,1.279e-05
10360,1.141e-05
10360,1.141e-05
10360,1.155e-05
10360,1.148e-05
10360,1.148e-05
10360,1.154e-05
10360,1.154e-05
10360,1.141e-05
10370,1.143e-05
10370,1.149e-05
10370,1.149e-05
10370,1.154e-05
10370,1.155e-05
10370,1.149e-05
10370,1.143e-05
10370,1.156e-05
10370,1.155e-05
10370,1.155e-05
10380,1.143e-05
10380,1.143e-05
10380,1.144e-05
10380,1.15e-05
10380,1.163e-05
10380,1.156e-05
10380,1.15e-05
10380,1.15e-05
10380,1.156e-05
10380,1.143e-05
10390,1.157e-05
10390,1.144e-05
10390,1.209e-05
10390,1.157e-05
10390,1.151e-05
10390,1.205e-05
10390,1.158e-05
10390,1.152e-05
10390,1.325e-05
10390,1.157e-05
10400,1.146e-05
10400,1.224e-05
10400,1.152e-05
10400,1.158e-05
10400,1.151e-05
10400,1.158e-05
10400,1.146e-05
10400,1.145e-05
10400,1.152e-05
10400,1.158e-05
10410,1.154e-05
10410,1.153e-05
10410,1.147e-05
10410,1.146e-05
10410,1.16e-05
10410,1.16e-05
10410,1.147e-05
10410,1.159e-05
10410,1.16e-05
10410,1.147e-05
10420,1.16e-05
10420,1.155e-05
10420,1.147e-05
10420,1.16e-05
10420,1.1599e-05
10420,1.147e-05
10420,1.154e-05
10420,1.154e-05
10420,1.148e-05
10420,1.161e-05
10430,1.162e-05
10430,1.155e-05
10430,1.162e-05
10430,1.163e-05
10430,1.149e-05
10430,1.1549e-05
10430,1.155e-05
10430,1.148e-05
10430,1.162e-05
10430,1.162e-05
10440,1.15e-05
10440,1.157e-05
10440,1.156e-05
10440,1.163e-05
10440,1.163e-05
10440,1.15e-05
10440,1.157e-05
10440,1.149e-05
10440,1.156e-05
10440,1.163e-05
10450,1.164e-05
10450,1.164e-05
10450,1.158e-05
10450,1.151e-05
10450,1.158e-05
10450,1.164e-05
10450,1.158e-05
10450,1.158e-05
10450,1.164e-05
10450,1.164e-05
10460,1.164e-05
10460,1.158e-05
10460,1.159e-05
10460,1.165e-05
10460,1.401e-05
10460,1.165e-05
10460,1.165e-05
10460,1.152e-05
10460,1.159e-05
10460,1.165e-05
10470,1.166e-05
10470,1.167e-05
10470,1.154e-05
10470,1.153e-05
10470,1.166e-05
10470,1.153e-05
10470,1.16e-05
10470,1.166e-05
10470,1.167e-05
10470,1.154e-05
10480,1.1609e-05
10480,1.154e-05
10480,1.1549e-05
10480,1.174e-05
