Num1,Ordenament per barreja
6490,0.00068657
6500,0.000682851
6510,0.000690551
6520,0.000695911
6530,0.000688351
6540,0.00068784
6550,0.000689111
6560,0.000691441
6570,0.000699401
6580,0.000695541
6590,0.000692931
6600,0.000704001
6610,0.000697041
6620,0.00071087
6630,0.000697121
6640,0.000701841
6650,0.00069924
6660,0.000693821
6670,0.000706631
6680,0.00070222
6690,0.000705681
6700,0.000699091
6710,0.000699951
6720,0.000707251
6730,0.000701711
6740,0.000707861
6750,0.000703401
6760,0.000708901
6770,0.000720251
6780,0.000718661
6790,0.00071604
6800,0.000719031
6810,0.000713891
6820,0.00071344
6830,0.000718271
6840,0.000713881
6850,0.00072579
6860,0.00072853
6870,0.000729971
6880,0.000732191
6890,0.0007293
6900,0.000731411
6910,0.00072903
6920,0.000730131
6930,0.000734401
6940,0.000730631
6950,0.00073072
6960,0.00072753
6970,0.00073648
6980,0.00073195
6990,0.00073505
7000,0.00073225
7010,0.00074358
7020,0.00073475
7030,0.00073533
7040,0.000745221
7050,0.00073615
7060,0.00074003
7070,0.000743261
7080,0.00073928
7090,0.00074915
7100,0.00074581
7110,0.00074711
7120,0.0007624
7130,0.000746271
7140,0.00074749
7150,0.00075096
7160,0.000747049
7170,0.00075278
7180,0.00074591
7190,0.00074879
7200,0.00075299
7210,0.00075823
7220,0.000759759
7230,0.00075829
7240,0.00076445
7250,0.00075811
7260,0.0007678
7270,0.00077227
7280,0.00076845
7290,0.00077379
7300,0.00076529
7310,0.00076369
7320,0.00078471
7330,0.000773929
7340,0.00077464
7350,0.0007872
7360,0.000781319
7370,0.00077313
7380,0.000784739
7390,0.000789739
7400,0.00078818
7410,0.0007845
7420,0.00078801
7430,0.00077788
7440,0.000787749
7450,0.000787139
7460,0.00079702
7470,0.000798289
7480,0.00079651
7490,0.000791309
7500,0.000794339
7510,0.00079832
7520,0.00079842
7530,0.00079939
7540,0.00080265
7550,0.000810439
7560,0.00080169
7570,0.000804789
7580,0.000801249
7590,0.000800349
7600,0.000811999
7610,0.000809799
7620,0.000810339
7630,0.000819619
7640,0.00081757
7650,0.000819369
7660,0.000808919
7670,0.000803349
7680,0.000818219
7690,0.000815499
7700,0.000825259
7710,0.00081936
7720,0.000819439
7730,0.00082985
7740,0.000817869
7750,0.000812249
7760,0.000824459
7770,0.000828909
7780,0.0008272
7790,0.000833869
7800,0.000838729
7810,0.00083318
7820,0.000826579
7830,0.000830949
7840,0.000834289
7850,0.000829969
7860,0.000839789
7870,0.000844319
7880,0.000840269
7890,0.000846279
7900,0.000848909
7910,0.000840619
7920,0.000843199
7930,0.000842669
7940,0.000842718
7950,0.000851948
7960,0.000845899
7970,0.000846869
7980,0.000851439
7990,0.000852188
8000,0.000869518
8010,0.000870409
8020,0.000860379
8030,0.000853899
8040,0.000849729
8050,0.000854309
8060,0.000859068
8070,0.000859559
8080,0.000853009
8090,0.000864359
8100,0.000865138
8110,0.000869269
8120,0.000870058
8130,0.000871789
8140,0.000872718
8150,0.000871038
8160,0.000868399
8170,0.000860789
8180,0.000868629
8190,0.000863609
8200,0.000879359
8210,0.000871969
8220,0.000871029
8230,0.000870638
8240,0.000876818
8250,0.000871188
8260,0.000885849
8270,0.000885209
8280,0.000885908
8290,0.000886028
8300,0.000887319
8310,0.000893808
8320,0.000900908
8330,0.000896868
8340,0.000894768
8350,0.000888579
8360,0.000899608
8370,0.000896828
8380,0.000904208
8390,0.000894508
8400,0.000911058
8410,0.000901518
8420,0.000896839
8430,0.000897718
8440,0.000902759
8450,0.000918658
8460,0.000903848
8470,0.000906638
8480,0.000908778
8490,0.000916028
8500,0.000917558
8510,0.000915748
8520,0.000910638
8530,0.000915498
8540,0.000923398
8550,0.000927868
8560,0.000923418
8570,0.000930048
8580,0.000925008
8590,0.000924288
8600,0.000927708
8610,0.000932417
8620,0.000933787
8630,0.000935098
8640,0.000928817
8650,0.000939208
8660,0.000942587
8670,0.000940737
8680,0.000943248
8690,0.000938728
8700,0.000933718
8710,0.000939148
8720,0.000945397
8730,0.000944007
8740,0.000942888
8750,0.000939348
8760,0.000941708
8770,0.000948457
8780,0.000945528
8790,0.000948328
8800,0.000949318
8810,0.000941808
8820,0.000954507
8830,0.000954007
8840,0.000959908
8850,0.000966837
8860,0.000958197
8870,0.000964477
8880,0.000961538
8890,0.000966517
8900,0.000956298
8910,0.000957447
8920,0.000965227
8930,0.000965247
8940,0.000968587
8950,0.000966337
8960,0.000969767
8970,0.000971397
8980,0.000976057
8990,0.000976157
9000,0.000987637
9010,0.000983106
9020,0.000985607
9030,0.000987327
9040,0.000994327
9050,0.000987526
9060,0.000985007
9070,0.000993007
9080,0.000978987
9090,0.000984916
9100,0.000992546
9110,0.000981647
9120,0.000992847
9130,0.000981787
9140,0.000986966
9150,0.000988047
9160,0.000993797
9170,0.000989627
9180,0.000992987
9190,0.000991797
9200,0.000988957
9210,0.000992817
9220,0.00100083
9230,0.000999196
9240,0.00101723
9250,0.00100683
9260,0.00100103
9270,0.000995387
9280,0.00101677
9290,0.00100927
9300,0.00100336
9310,0.00100637
9320,0.00100377
9330,0.00100727
9340,0.00101511
9350,0.00102077
9360,0.00102236
9370,0.00102204
9380,0.00101232
9390,0.00101987
9400,0.00102138
9410,0.00102403
9420,0.00102186
9430,0.00102326
9440,0.00102669
9450,0.00102694
9460,0.0010313
9470,0.00102906
9480,0.00104068
9490,0.00105003
9500,0.00104174
9510,0.00102842
9520,0.00103516
9530,0.00103001
9540,0.00103116
9550,0.00104792
9560,0.00105117
9570,0.00105314
9580,0.00104909
9590,0.00105895
9600,0.00105245
9610,0.0010439
9620,0.00105126
9630,0.00104766
9640,0.00105957
9650,0.0010631
9660,0.00106293
9670,0.00106115
9680,0.00106483
9690,0.00105253
9700,0.00105625
9710,0.00104896
9720,0.00105812
9730,0.00106859
9740,0.00108271
9750,0.00108679
9760,0.00107459
9770,0.0010635
9780,0.0010688
9790,0.00107026
9800,0.00107574
9810,0.00108151
9820,0.00109276
9830,0.00108828
9840,0.00109591
9850,0.00109545
9860,0.00108199
9870,0.00114003
9880,0.00110208
9890,0.00109531
9900,0.00109218
9910,0.00109377
9920,0.00108975
9930,0.00109973
9940,0.00111101
9950,0.00110788
9960,0.00110192
9970,0.00114767
9980,0.00109977
9990,0.00109778
10000,0.00110325
10010,0.00110827
10020,0.00110595
10030,0.00109479
10040,0.00109507
10050,0.00109705
10060,0.0011094
10070,0.00111133
10080,0.00111116
10090,0.00110523
10100,0.00110415
10110,0.00110574
10120,0.00111913
10130,0.00111605
10140,0.00112543
10150,0.00112035
10160,0.00112063
10170,0.00111276
10180,0.00111639
10190,0.00112302
10200,0.00111852
10210,0.00112606
10220,0.00112462
10230,0.00113286
10240,0.00113587
10250,0.00113138
10260,0.00111896
10270,0.00112335
10280,0.00112491
10290,0.00113167
10300,0.00114192
10310,0.00112922
10320,0.00112424
10330,0.0011285
10340,0.00114404
10350,0.00114052
10360,0.00112761
10370,0.00114353
10380,0.00113662
10390,0.00115858
10400,0.00116387
10410,0.00113733
10420,0.00115298
10430,0.00116437
10440,0.00116799
10450,0.00115761
10460,0.00115937
10470,0.00116632
10480,0.00116628
10490,0.00115609
10500,0.00117606
10510,0.00117724
10520,0.00121627
10530,0.00142119
10540,0.00118779
10550,0.0012087
10560,0.00120998
10570,0.00119361
10580,0.0011928
10590,0.00119703
10600,0.00119317
10610,0.0011819
10620,0.00119334
10630,0.00119204
10640,0.00119431
10650,0.00119776
10660,0.0013814
10670,0.0012387
10680,0.00128079
10690,0.0014643
10700,0.0012248
10710,0.00143864
10720,0.00122071
10730,0.00144169
10740,0.00144736
10750,0.00144131
10760,0.0014256
10770,0.00122987
10780,0.00149697
10790,0.00125558
10800,0.00123055
10810,0.00124008
10820,0.00122171
10830,0.00122059
10840,0.00123533
10850,0.00122035
10860,0.00122335
10870,0.00123366
10880,0.00122913
10890,0.00121942
10900,0.00122457
10910,0.00121826
10920,0.00122108
10930,0.00122662
10940,0.00123333
10950,0.00123725
10960,0.00121964
10970,0.00124827
10980,0.00123413
10990,0.00123141
11000,0.00122772
11010,0.00123493
11020,0.00124099
11030,0.00124592
11040,0.00123986
11050,0.00125224
11060,0.00124421
11070,0.00125588
11080,0.00124952
11090,0.00125362
11100,0.00124646
11110,0.00125333
11120,0.00124602
11130,0.00123998
11140,0.0012583
11150,0.00125482
11160,0.00126419
11170,0.00126282
11180,0.001264
11190,0.0012537
11200,0.00125925
11210,0.00126015
11220,0.00125643
11230,0.0012464
11240,0.00126021
11250,0.00125979
11260,0.00125302
11270,0.0012715
11280,0.0012714
11290,0.00126308
11300,0.00128017
11310,0.00128758
11320,0.00126482
11330,0.00126685
11340,0.00126719
11350,0.00127373
11360,0.00128125
11370,0.00127368
11380,0.00126505
11390,0.00127363
11400,0.0012795
11410,0.00127816
11420,0.00128431
11430,0.00128209
11440,0.00127527
11450,0.00128498
11460,0.00128838
11470,0.00129072
11480,0.00128475
11490,0.00128864
11500,0.0012822
11510,0.00129876
11520,0.00129855
11530,0.00129444
11540,0.00129537
11550,0.00129416
11560,0.00128039
11570,0.00130296
11580,0.00130748
11590,0.00128465
11600,0.0012932
11610,0.00131613
11620,0.00129338
11630,0.00132153
11640,0.00130923
11650,0.00130989
11660,0.00130672
11670,0.00130698
11680,0.00130777
11690,0.00131933
11700,0.00129735
11710,0.00131268
11720,0.00131057
11730,0.00130977
11740,0.0013181
11750,0.001315
11760,0.00133631
11770,0.00132709
11780,0.00131252
11790,0.00132227
11800,0.00132736
11810,0.00132764
11820,0.00133368
11830,0.0013178
11840,0.00133558
11850,0.00132571
11860,0.00133373
11870,0.00133427
11880,0.0013271
11890,0.00133831
11900,0.00133744
11910,0.00132107
11920,0.00134951
11930,0.00133292
11940,0.00135232
11950,0.00135108
11960,0.00133358
11970,0.00134389
11980,0.00133318
11990,0.00134205
12000,0.00133373
12010,0.00134603
12020,0.00135469
12030,0.00134743
12040,0.00136054
12050,0.00135437
12060,0.00135449
12070,0.00135223
12080,0.00135076
12090,0.00136035
12100,0.00136048
12110,0.00136259
12120,0.00135957
12130,0.00135534
12140,0.00137721
12150,0.00134869
12160,0.00136909
12170,0.00136384
12180,0.00135301
12190,0.00135304
12200,0.00136033
12210,0.00137186
12220,0.00137415
12230,0.00137311
12240,0.00137486
12250,0.00135857
12260,0.00138292
12270,0.00136295
12280,0.0013757
12290,0.00138
12300,0.00137979
12310,0.00138057
12320,0.0013732
12330,0.00136601
12340,0.00136721
12350,0.00139293
12360,0.00137372
12370,0.00140372
12380,0.00139198
12390,0.00140041
12400,0.00138526
12410,0.00139409
12420,0.00140446
12430,0.00138273
12440,0.0014112
12450,0.0013821
12460,0.00139674
12470,0.0013969
12480,0.0014042
12490,0.00141505
12500,0.00140349
12510,0.00140385
12520,0.00142026
12530,0.00140971
12540,0.00141383
12550,0.00141987
12560,0.00141172
12570,0.0014225
12580,0.00141937
12590,0.00142075
12600,0.00141312
12610,0.00143039
12620,0.00141607
12630,0.0014385
12640,0.00144329
12650,0.0014395
12660,0.00142416
12670,0.00145275
12680,0.0014341
12690,0.00144306
12700,0.00144218
12710,0.00146219
12720,0.0014396
12730,0.00145626
12740,0.00145185
12750,0.00146396
12760,0.00144907
12770,0.00144566
12780,0.00145541
12790,0.00146417
12800,0.00145029
12810,0.00146591
12820,0.00146014
12830,0.00146167
12840,0.00146094
12850,0.0014633
12860,0.00146199
12870,0.00148079
12880,0.0014695
12890,0.00146816
12900,0.00146036
12910,0.00147332
12920,0.00147893
12930,0.00146673
12940,0.00146735
12950,0.00147736
12960,0.00147968
12970,0.0014858
12980,0.00147643
12990,0.00147069
13000,0.00147592
13010,0.00148039
13020,0.0014929
13030,0.00149437
13040,0.00149808
13050,0.0014797
13060,0.00148614
13070,0.00147735
13080,0.00148903
13090,0.00148167
13100,0.00149088
13110,0.00148592
13120,0.00149091
13130,0.00150452
13140,0.0015007
13150,0.00148546
13160,0.00149065
13170,0.0014816
13180,0.00148653
13190,0.00148804
13200,0.00148048
13210,0.00148513
13220,0.00149149
13230,0.00150028
13240,0.00150204
13250,0.00151231
13260,0.00151591
13270,0.00151333
13280,0.00151783
13290,0.00149783
13300,0.00149162
13310,0.0014933
13320,0.0015155
13330,0.00150986
13340,0.00150711
13350,0.00150916
13360,0.00151638
13370,0.00151814
13380,0.00151315
13390,0.00151057
13400,0.00153468
13410,0.00152496
13420,0.00153442
13430,0.00153248
13440,0.0015323
13450,0.00154206
13460,0.00152067
13470,0.0015257
13480,0.00152453
13490,0.00152708
13500,0.00152826
13510,0.00153384
13520,0.0015374
13530,0.00152379
13540,0.00153823
13550,0.00154824
13560,0.0015562
13570,0.00155913
13580,0.0015446
13590,0.00157318
13600,0.00154496
13610,0.0015562
13620,0.00155165
13630,0.00155255
13640,0.00155488
13650,0.00154888
13660,0.00155589
13670,0.00157219
13680,0.00156811
13690,0.00157848
13700,0.00156109
13710,0.00156326
13720,0.00157651
13730,0.00156027
13740,0.00155993
13750,0.00156218
13760,0.00153898
13770,0.00157915
13780,0.0015587
13790,0.00155476
13800,0.00156464
13810,0.00157004
13820,0.00155593
13830,0.00157365
13840,0.00156515
13850,0.00157861
13860,0.00157685
13870,0.00157297
13880,0.00157397
13890,0.00156823
13900,0.00157983
13910,0.00157863
13920,0.0015676
13930,0.00158407
13940,0.00160234
13950,0.00182919
13960,0.00183287
13970,0.00182369
13980,0.00166472
13990,0.00158552
14000,0.00158226
14010,0.00159794
14020,0.00158952
14030,0.00159441
14040,0.00158794
14050,0.00161584
14060,0.00161924
14070,0.00234865
14080,0.00159764
14090,0.00160964
14100,0.00161102
14110,0.00159768
14120,0.001605
14130,0.0016154
14140,0.00159927
14150,0.00159709
14160,0.00161074
14170,0.00162152
14180,0.00161097
14190,0.00159403
14200,0.00158161
14210,0.00160163
14220,0.00160309
14230,0.00158983
14240,0.00160093
14250,0.00161037
14260,0.00160428
14270,0.00161253
14280,0.00160941
14290,0.00162015
14300,0.00161166
14310,0.00160601
14320,0.00162524
14330,0.00161484
14340,0.00162126
14350,0.00162385
14360,0.0016154
14370,0.00162422
14380,0.00162873
14390,0.00162515
14400,0.00163303
14410,0.00162476
14420,0.00162752
14430,0.00163976
14440,0.00163538
14450,0.00162817
14460,0.00163834
14470,0.00163818
14480,0.00162854
14490,0.00164101
14500,0.00166125
14510,0.00164356
14520,0.00164257
14530,0.00165281
14540,0.00164528
14550,0.00164653
14560,0.00165788
14570,0.00165755
14580,0.00165049
14590,0.00165814
14600,0.00167412
14610,0.00166198
14620,0.00164283
14630,0.00166054
14640,0.00167542
14650,0.00166626
14660,0.00167289
14670,0.00167307
14680,0.00166565
14690,0.00166083
14700,0.00167873
14710,0.00168333
14720,0.00167201
14730,0.0016707
14740,0.00167461
14750,0.00169067
14760,0.00168629
14770,0.00166717
14780,0.00168148
14790,0.00167811
14800,0.00168435
14810,0.00167521
14820,0.00169045
14830,0.00168221
14840,0.00168666
14850,0.00168026
14860,0.00169109
14870,0.0016796
14880,0.00168477
14890,0.0016899
14900,0.00169987
14910,0.0017031
14920,0.00169884
14930,0.00170109
14940,0.00171234
14950,0.0017112
14960,0.00170643
14970,0.00169417
14980,0.00171059
14990,0.00171334
15000,0.00170498
15010,0.00171185
15020,0.00171766
15030,0.00170649
15040,0.00170834
15050,0.00169422
15060,0.00172986
15070,0.0017241
15080,0.00173285
15090,0.0017151
15100,0.00171374
15110,0.00172179
15120,0.0017264
15130,0.00172056
15140,0.00172681
15150,0.00172647
15160,0.00172352
15170,0.00173336
15180,0.00172811
15190,0.00174371
15200,0.00174306
15210,0.00173577
15220,0.00173364
15230,0.00173531
15240,0.00172272
15250,0.00173444
15260,0.00175133
15270,0.00172352
15280,0.00174671
15290,0.00173743
15300,0.00174397
15310,0.00174275
15320,0.0017345
15330,0.00174386
15340,0.00173689
15350,0.00175782
15360,0.00175171
15370,0.0017537
15380,0.00175255
