Num4,Llinear
24790,6.214e-05
24810,6.567e-05
24830,6.1079e-05
24850,6.052e-05
24870,6.054e-05
24890,6.061e-05
24910,6.063e-05
24930,6.138e-05
24950,6.0789e-05
24970,6.117e-05
24990,6.3309e-05
25010,6.087e-05
25030,6.096e-05
25050,6.099e-05
25070,6.134e-05
25090,6.108e-05
25110,6.115e-05
25130,6.1169e-05
25150,6.124e-05
25170,6.123e-05
25190,6.13e-05
25210,6.139e-05
25230,6.143e-05
25250,6.1429e-05
25270,6.151e-05
25290,6.157e-05
25310,6.694e-05
25330,6.236e-05
25350,6.1709e-05
25370,6.1809e-05
25390,6.1839e-05
25410,6.1829e-05
25430,6.1929e-05
25450,6.1969e-05
25470,6.2039e-05
25490,6.203e-05
25510,6.21e-05
25530,6.214e-05
25550,6.2169e-05
25570,6.224e-05
25590,6.23e-05
25610,6.767e-05
25630,6.2369e-05
25650,6.242e-05
25670,6.245e-05
25690,6.253e-05
25710,6.264e-05
25730,6.789e-05
25750,6.268e-05
25770,6.268e-05
25790,6.7739e-05
25810,6.283e-05
25830,6.2879e-05
25850,6.329e-05
25870,6.296e-05
25890,6.304e-05
25910,6.311e-05
25930,6.379e-05
25950,6.3889e-05
25970,6.356e-05
25990,6.361e-05
26010,6.329e-05
26030,6.334e-05
26050,6.414e-05
26070,6.6339e-05
26090,6.3529e-05
26110,6.391e-05
26130,6.397e-05
26150,6.3649e-05
26170,6.3709e-05
26190,6.4459e-05
26210,6.381e-05
26230,6.383e-05
26250,6.39e-05
26270,6.393e-05
26290,6.402e-05
26310,6.439e-05
26330,6.4069e-05
26350,6.4169e-05
26370,6.417e-05
26390,6.492e-05
26410,6.758e-05
26430,6.6339e-05
26450,6.437e-05
26470,6.441e-05
26490,6.451e-05
26510,6.453e-05
26530,6.492e-05
26550,6.6489e-05
26570,6.893e-05
26590,6.4719e-05
26610,6.48e-05
26630,6.553e-05
26650,6.488e-05
26670,6.4919e-05
26690,6.533e-05
26710,6.503e-05
26730,6.5409e-05
26750,6.511e-05
26770,6.512e-05
26790,6.5189e-05
26810,6.527e-05
26830,6.532e-05
26850,6.537e-05
26870,6.7589e-05
26890,6.836e-05
26910,6.5489e-05
26930,6.5569e-05
26950,6.5639e-05
26970,6.6399e-05
26990,6.5669e-05
27010,6.5729e-05
27030,6.5769e-05
27050,7.1139e-05
27070,6.59e-05
27090,6.5899e-05
27110,6.6e-05
27130,6.598e-05
27150,6.643e-05
27170,6.6129e-05
27190,6.617e-05
27210,6.623e-05
27230,6.6269e-05
27250,6.6359e-05
27270,6.6739e-05
27290,6.6409e-05
27310,6.686e-05
27330,6.6519e-05
27350,6.654e-05
27370,6.6619e-05
27390,6.668e-05
27410,6.6719e-05
27430,6.679e-05
27450,6.68e-05
27470,6.686e-05
27490,6.727e-05
27510,6.6949e-05
27530,6.813e-05
