Num,Ordenament bombolla
1210,0.00945785
1210,0.00930594
1210,0.00938667
1210,0.00928324
1220,0.00961236
1220,0.00934968
1220,0.00945018
1220,0.00942598
1220,0.00932339
1220,0.00962708
1220,0.00948748
1220,0.00945796
1220,0.00956471
1220,0.00941438
1230,0.00961781
1230,0.00964138
1230,0.0095582
1230,0.00970285
1230,0.00954142
1230,0.00962297
1230,0.0113076
1230,0.00989425
1230,0.00970486
1230,0.00970731
1240,0.00987286
1240,0.00986233
1240,0.00975829
1240,0.00976719
1240,0.0098665
1240,0.00971962
1240,0.00981277
1240,0.00981016
1240,0.00967456
1240,0.00973542
1250,0.0101976
1250,0.0097685
1250,0.00982785
1250,0.010012
1250,0.0100607
1250,0.00986475
1250,0.00983204
1250,0.00989215
1250,0.00996447
1250,0.00983628
1260,0.0100543
1260,0.0102694
1260,0.0104188
1260,0.010168
1260,0.0102011
1260,0.0102135
1260,0.0101983
1260,0.0102147
1260,0.010192
1260,0.0102821
1270,0.010447
1270,0.0102485
1270,0.0106867
1270,0.0101787
1270,0.0103883
1270,0.0103752
1270,0.0103667
1270,0.0101026
1270,0.0103398
1270,0.010384
1280,0.0104888
1280,0.0105398
1280,0.0105576
1280,0.0103173
1280,0.0104527
1280,0.0104203
1280,0.0103488
1280,0.0104448
1280,0.0105672
1280,0.0103667
1290,0.0106234
1290,0.0104954
1290,0.0104882
1290,0.0106173
1290,0.0106809
1290,0.0105175
1290,0.0108047
1290,0.0106792
1290,0.0106002
1290,0.0107508
1300,0.0109203
1300,0.0107421
1300,0.0110749
1300,0.0107696
1300,0.0107235
1300,0.0107557
1300,0.0108013
1300,0.0108576
1300,0.0109491
1300,0.0107974
1310,0.0109939
1310,0.0111998
1310,0.0111379
1310,0.0109424
1310,0.0112949
1310,0.0110201
1310,0.0109378
1310,0.0109145
1310,0.0108958
1310,0.0108498
1320,0.011173
1320,0.0111654
1320,0.0110369
1320,0.0111039
1320,0.0110391
1320,0.0111647
1320,0.0111592
1320,0.0110883
1320,0.0111936
1320,0.0110845
1330,0.0112158
1330,0.0113447
1330,0.0113145
1330,0.0110473
1330,0.0112515
1330,0.0113596
1330,0.0112576
1330,0.0112239
1330,0.0114917
1330,0.0112116
1340,0.0113548
1340,0.0116177
1340,0.0114221
1340,0.0114307
1340,0.0113658
1340,0.011453
1340,0.0117715
1340,0.0114242
1340,0.011508
1340,0.0113408
1350,0.0117322
1350,0.0115527
1350,0.0117362
1350,0.0115816
1350,0.0115461
1350,0.0116806
1350,0.0116765
1350,0.0115445
1350,0.011556
1350,0.0118596
1360,0.0117584
1360,0.0117086
1360,0.0117438
1360,0.0117561
1360,0.0120429
1360,0.0120108
1360,0.0120924
1360,0.0120772
1360,0.0120809
1360,0.0119813
1370,0.012043
1370,0.0120549
1370,0.0119838
1370,0.0120218
1370,0.0120294
1370,0.0120599
1370,0.0122074
1370,0.0119199
1370,0.0121394
1370,0.0122176
1380,0.0121758
1380,0.0121947
1380,0.0123287
1380,0.0122075
1380,0.0122047
1380,0.0121159
1380,0.0121059
