Num1,Ordenament per barreja
310,2.2539e-05
310,2.2459e-05
310,2.245e-05
320,2.3119e-05
320,2.2919e-05
320,2.3109e-05
320,2.3139e-05
320,2.3569e-05
320,2.3259e-05
320,2.2999e-05
320,2.313e-05
320,2.3079e-05
320,2.2899e-05
330,2.4719e-05
330,2.4209e-05
330,2.4349e-05
330,2.4639e-05
330,2.419e-05
330,2.4249e-05
330,2.4369e-05
330,2.4299e-05
330,2.4419e-05
330,2.4099e-05
340,3.0209e-05
340,2.5429e-05
340,2.5309e-05
340,2.5099e-05
340,2.5269e-05
340,2.5469e-05
340,2.5459e-05
340,2.5269e-05
340,2.5049e-05
340,2.5339e-05
350,2.6559e-05
350,2.6219e-05
350,2.6069e-05
350,2.564e-05
350,2.6259e-05
350,2.6489e-05
350,2.5769e-05
350,2.5869e-05
350,2.6369e-05
350,2.6569e-05
360,2.7349e-05
360,2.6949e-05
360,2.687e-05
360,2.6769e-05
360,2.6689e-05
360,2.6879e-05
360,2.6549e-05
360,2.666e-05
360,2.6989e-05
360,2.6679e-05
370,2.7509e-05
370,2.7279e-05
370,2.7199e-05
370,2.7359e-05
370,2.7279e-05
370,2.7389e-05
370,2.6969e-05
370,2.7459e-05
370,2.7729e-05
370,2.7569e-05
380,2.8329e-05
380,2.8019e-05
380,2.8289e-05
380,2.7849e-05
380,2.8199e-05
380,2.8269e-05
380,2.8209e-05
380,2.8109e-05
380,2.8349e-05
380,2.8519e-05
390,2.9219e-05
390,2.9039e-05
390,2.9399e-05
390,2.9749e-05
390,2.9029e-05
390,2.9199e-05
390,2.9339e-05
390,2.9559e-05
390,2.9029e-05
390,2.9099e-05
400,3.0419e-05
400,2.9979e-05
400,3.0489e-05
400,3.0259e-05
400,3.0688e-05
400,3.0359e-05
400,3.0659e-05
400,3.0219e-05
400,3.0149e-05
400,3.0259e-05
410,3.1619e-05
410,3.1219e-05
410,3.1489e-05
410,3.1279e-05
410,3.1329e-05
410,3.1079e-05
410,3.1389e-05
410,3.1579e-05
410,3.0899e-05
410,3.1028e-05
420,3.2728e-05
420,3.2648e-05
420,3.2399e-05
420,3.2149e-05
420,3.2829e-05
420,3.1989e-05
420,3.4549e-05
420,3.2429e-05
420,3.2339e-05
420,3.1919e-05
430,3.3278e-05
430,3.3328e-05
430,3.3078e-05
430,3.3389e-05
430,3.3189e-05
430,3.2849e-05
430,3.3409e-05
430,3.3409e-05
430,3.3199e-05
430,3.4538e-05
440,3.3459e-05
440,3.4119e-05
440,4.0159e-05
440,3.3028e-05
440,3.3189e-05
440,3.3109e-05
440,3.6739e-05
440,3.3119e-05
440,3.3249e-05
440,3.3419e-05
450,3.4268e-05
450,3.3949e-05
450,3.4629e-05
450,3.3799e-05
450,3.3549e-05
450,3.3729e-05
450,3.3869e-05
450,3.4099e-05
450,3.3879e-05
450,3.4039e-05
460,3.4879e-05
460,3.4879e-05
460,3.5209e-05
460,3.5238e-05
460,3.5169e-05
460,3.4819e-05
460,4.0378e-05
460,3.4809e-05
460,3.5269e-05
460,3.5279e-05
470,3.6558e-05
470,3.6359e-05
470,3.6628e-05
470,3.6159e-05
470,3.5939e-05
470,3.6139e-05
470,3.6069e-05
470,3.6009e-05
470,3.6409e-05
470,3.5658e-05
480,3.7069e-05
480,3.7158e-05
480,3.6809e-05
480,3.6889e-05
480,3.6608e-05
480,3.6949e-05
480,3.6489e-05
480,3.6878e-05
480,3.6859e-05
480,3.6769e-05
490,3.7988e-05
490,3.8199e-05
490,3.7579e-05
490,3.8018e-05
490,3.7848e-05
490,3.7818e-05
490,3.7609e-05
490,4.4169e-05
490,3.8209e-05
490,3.8109e-05
500,3.9889e-05
500,4.0049e-05
500,3.9279e-05
500,3.9299e-05
500,3.8868e-05
500,3.8988e-05
500,3.9638e-05
500,3.9228e-05
500,3.9228e-05
500,3.9408e-05
510,4.0118e-05
510,4.0038e-05
510,4.0148e-05
510,4.0358e-05
510,4.0008e-05
510,3.9998e-05
510,4.0188e-05
510,4.0248e-05
510,4.0048e-05
510,3.9469e-05
520,4.1889e-05
520,4.0979e-05
520,4.1709e-05
520,4.1399e-05
520,4.1129e-05
520,4.1468e-05
520,4.1828e-05
520,4.1088e-05
520,4.1188e-05
520,4.0958e-05
530,4.2289e-05
530,4.2239e-05
530,4.2298e-05
530,4.2118e-05
530,4.3099e-05
530,4.2539e-05
530,4.2549e-05
530,4.2508e-05
530,4.2208e-05
530,4.5659e-05
540,4.3428e-05
540,4.3139e-05
540,4.3218e-05
540,4.3419e-05
540,4.3288e-05
540,4.3178e-05
540,4.3169e-05
540,4.3358e-05
540,4.6209e-05
540,4.3338e-05
550,4.4839e-05
550,4.4408e-05
550,4.3939e-05
550,4.6488e-05
550,4.3358e-05
550,4.3519e-05
550,4.3078e-05
550,4.3168e-05
550,4.2969e-05
550,4.4488e-05
560,4.5158e-05
560,4.4969e-05
560,4.4699e-05
560,4.5018e-05
560,4.7518e-05
560,4.4679e-05
560,4.5248e-05
560,4.5288e-05
560,4.4699e-05
560,4.8908e-05
570,4.6138e-05
570,4.6288e-05
570,4.6098e-05
570,4.5609e-05
570,4.5689e-05
570,4.5328e-05
570,4.5758e-05
570,4.5149e-05
570,4.5599e-05
570,4.5498e-05
580,4.7098e-05
580,4.6698e-05
580,4.5918e-05
580,4.6019e-05
580,4.5719e-05
580,4.5798e-05
580,4.6318e-05
580,4.6208e-05
580,4.6369e-05
580,4.6469e-05
590,4.7029e-05
590,4.7408e-05
590,4.7338e-05
590,4.6898e-05
590,4.7428e-05
590,4.7318e-05
590,4.7008e-05
590,4.7788e-05
590,4.7149e-05
590,4.6929e-05
600,4.7799e-05
600,4.7699e-05
600,4.7338e-05
600,4.7548e-05
600,4.8038e-05
600,4.7838e-05
600,4.7338e-05
600,4.7728e-05
600,4.7139e-05
600,4.7599e-05
610,4.8129e-05
610,4.8118e-05
610,4.8658e-05
610,4.8138e-05
610,4.7869e-05
610,4.8479e-05
610,4.8528e-05
610,4.8238e-05
610,4.7928e-05
610,4.7859e-05
620,4.8908e-05
620,4.9168e-05
620,4.9149e-05
620,4.8999e-05
620,4.8768e-05
620,4.9548e-05
620,4.8888e-05
620,4.8829e-05
620,4.9068e-05
620,4.9198e-05
630,5.0238e-05
630,4.9189e-05
630,4.9728e-05
630,5.2258e-05
630,4.9638e-05
630,4.9368e-05
630,4.9589e-05
630,4.9838e-05
630,4.9188e-05
630,4.9588e-05
640,5.0278e-05
640,5.0379e-05
640,5.0498e-05
640,4.9669e-05
640,5.0038e-05
640,4.9508e-05
640,4.9628e-05
640,5.0028e-05
640,4.9268e-05
640,4.9839e-05
650,5.1908e-05
650,5.1528e-05
650,5.3308e-05
650,5.2299e-05
650,5.1118e-05
650,5.1528e-05
650,5.1758e-05
650,5.1819e-05
650,5.2418e-05
650,5.1808e-05
660,5.2548e-05
660,5.2629e-05
660,5.2838e-05
660,5.2758e-05
660,5.2818e-05
660,5.3638e-05
660,5.2958e-05
660,5.2439e-05
660,5.3078e-05
660,5.2738e-05
670,5.4358e-05
670,5.4438e-05
670,5.3968e-05
670,5.3308e-05
670,5.4158e-05
670,5.3869e-05
670,5.3468e-05
670,5.3748e-05
670,5.3338e-05
670,5.3599e-05
680,5.5128e-05
680,5.4588e-05
680,5.4398e-05
680,5.5038e-05
680,5.4408e-05
680,5.4478e-05
680,5.4848e-05
680,5.4658e-05
680,5.4398e-05
680,5.4568e-05
690,5.5608e-05
690,5.6328e-05
690,5.6188e-05
690,5.5388e-05
690,5.5288e-05
690,5.5988e-05
690,5.6638e-05
690,5.6588e-05
690,5.6448e-05
690,5.5988e-05
700,5.7668e-05
700,6.0348e-05
700,5.6528e-05
700,5.7358e-05
700,5.6558e-05
700,5.7398e-05
700,5.7278e-05
700,5.6758e-05
700,5.6278e-05
700,5.6688e-05
710,5.7728e-05
710,5.7478e-05
710,5.7628e-05
710,5.7498e-05
710,5.7738e-05
710,5.7728e-05
710,5.7918e-05
710,5.7168e-05
710,5.7238e-05
710,5.7138e-05
720,5.8558e-05
720,5.8728e-05
720,5.8938e-05
720,5.7758e-05
720,5.8527e-05
720,5.8408e-05
720,5.8527e-05
720,5.7638e-05
720,5.7769e-05
720,5.7638e-05
730,5.8858e-05
730,5.8508e-05
730,5.8908e-05
730,6.1537e-05
730,5.8298e-05
730,5.8358e-05
730,5.8188e-05
730,5.8738e-05
730,5.8138e-05
730,5.8458e-05
740,5.9568e-05
740,6.0928e-05
740,5.9948e-05
740,5.9768e-05
740,5.9348e-05
740,6.0168e-05
740,5.9368e-05
740,5.9488e-05
740,5.9418e-05
740,5.9057e-05
750,5.9918e-05
750,6.0318e-05
750,5.9978e-05
750,6.0538e-05
750,6.0408e-05
750,6.0488e-05
750,6.0028e-05
750,6.0058e-05
750,5.9728e-05
750,5.9668e-05
760,6.6178e-05
760,6.1078e-05
760,6.0947e-05
760,6.0268e-05
760,6.3678e-05
760,6.0708e-05
760,6.0098e-05
760,6.1058e-05
760,6.1148e-05
760,6.0428e-05
770,6.2268e-05
770,6.2037e-05
770,6.1728e-05
770,6.1488e-05
770,6.1438e-05
770,6.1068e-05
770,6.1318e-05
770,6.2058e-05
770,6.1228e-05
770,6.2188e-05
780,6.3138e-05
780,6.3857e-05
780,6.2618e-05
780,6.3628e-05
780,6.2598e-05
780,6.2808e-05
780,6.2728e-05
780,6.3858e-05
780,6.3107e-05
780,6.2848e-05
790,6.4577e-05
790,6.4678e-05
790,6.4318e-05
790,6.4598e-05
790,6.4748e-05
790,6.4277e-05
790,6.4188e-05
790,6.3818e-05
790,6.4258e-05
790,6.5088e-05
800,6.5837e-05
800,6.5208e-05
800,6.5098e-05
800,7.3437e-05
800,6.5618e-05
800,6.5298e-05
800,6.4448e-05
800,6.5088e-05
800,6.5537e-05
800,6.5048e-05
810,6.6507e-05
810,6.6678e-05
810,6.5667e-05
810,6.6148e-05
810,6.6987e-05
810,6.6968e-05
810,7.2148e-05
810,6.6737e-05
810,6.6198e-05
810,6.6418e-05
820,6.8597e-05
820,6.7317e-05
820,6.8078e-05
820,6.7578e-05
820,6.7308e-05
820,6.7717e-05
820,6.6967e-05
820,6.7558e-05
820,6.7198e-05
820,6.7288e-05
830,6.8977e-05
830,6.7897e-05
830,6.7657e-05
830,6.7927e-05
830,6.7787e-05
830,6.7237e-05
830,6.7908e-05
830,6.8118e-05
830,6.7718e-05
830,6.7798e-05
840,6.9318e-05
840,6.9038e-05
840,6.9208e-05
840,6.8208e-05
840,6.9078e-05
840,6.9208e-05
840,6.9197e-05
840,6.8527e-05
840,6.9127e-05
840,6.9467e-05
850,6.9797e-05
850,6.9657e-05
850,6.9807e-05
850,7.0017e-05
850,7.0487e-05
850,6.9817e-05
850,6.9067e-05
850,6.9847e-05
850,6.9377e-05
850,6.9727e-05
860,7.1128e-05
860,7.0918e-05
860,7.1017e-05
860,7.1158e-05
860,7.1328e-05
860,7.1277e-05
860,7.0448e-05
860,7.1008e-05
860,7.1008e-05
860,7.0777e-05
870,7.1638e-05
870,7.1987e-05
870,7.1698e-05
870,7.9137e-05
870,7.1568e-05
870,7.6827e-05
870,7.1008e-05
870,7.1687e-05
870,7.1587e-05
870,7.1528e-05
880,7.2417e-05
880,7.2208e-05
880,7.1958e-05
880,7.1738e-05
880,7.1657e-05
880,7.6737e-05
880,7.1767e-05
880,7.1698e-05
880,7.2167e-05
880,7.1798e-05
890,7.3127e-05
890,7.2188e-05
890,7.2457e-05
890,7.2178e-05
890,7.2127e-05
890,7.4458e-05
890,7.2587e-05
890,7.2338e-05
890,7.3587e-05
890,7.3408e-05
900,7.3257e-05
900,7.2977e-05
900,7.3077e-05
900,7.3548e-05
900,7.2697e-05
900,7.3187e-05
900,7.3008e-05
900,7.2908e-05
900,7.2877e-05
900,7.3127e-05
910,7.4258e-05
910,7.7048e-05
910,7.4548e-05
910,7.5078e-05
910,7.4778e-05
910,7.5027e-05
910,7.4797e-05
910,7.4357e-05
910,7.5427e-05
910,7.4737e-05
920,7.5577e-05
920,7.6327e-05
920,7.6528e-05
920,7.5728e-05
920,7.9597e-05
920,7.5967e-05
920,7.5767e-05
920,7.5467e-05
920,7.5947e-05
920,7.5868e-05
930,7.7498e-05
930,7.7358e-05
930,7.6718e-05
930,7.6908e-05
930,7.7498e-05
930,7.6688e-05
930,7.7387e-05
930,7.6837e-05
930,7.7058e-05
930,7.7708e-05
940,7.7877e-05
940,7.7907e-05
940,7.8228e-05
940,7.8167e-05
940,7.8207e-05
940,7.7857e-05
940,7.8748e-05
940,7.8627e-05
940,7.8197e-05
940,7.7767e-05
950,7.9558e-05
950,7.9267e-05
950,8.4537e-05
950,7.9067e-05
950,7.9418e-05
950,7.8817e-05
950,7.9207e-05
950,7.9137e-05
950,7.8967e-05
950,7.8627e-05
960,7.9577e-05
960,8.1317e-05
960,7.9327e-05
960,7.9677e-05
960,7.9718e-05
960,7.9717e-05
960,7.9277e-05
960,7.9008e-05
960,7.9397e-05
960,7.9257e-05
970,7.9748e-05
970,8.0187e-05
970,8.0768e-05
970,8.0357e-05
970,7.9817e-05
970,8.0427e-05
970,8.1087e-05
970,8.1007e-05
970,8.0547e-05
970,8.1707e-05
980,8.0587e-05
980,8.1457e-05
980,8.0877e-05
980,8.1507e-05
980,8.1477e-05
980,8.0757e-05
980,8.1137e-05
980,8.1287e-05
980,8.1617e-05
980,8.2027e-05
990,8.2147e-05
990,8.2308e-05
990,8.2487e-05
990,8.2577e-05
990,8.5127e-05
990,8.2167e-05
990,8.2437e-05
990,8.2417e-05
990,8.2847e-05
990,8.2837e-05
1000,8.9307e-05
1000,8.3707e-05
1000,8.3727e-05
1000,8.9257e-05
1000,8.3167e-05
1000,8.2777e-05
1000,8.3077e-05
1000,8.3207e-05
1000,8.3837e-05
1000,8.3237e-05
1010,9.2287e-05
1010,8.4557e-05
1010,8.5057e-05
1010,8.4757e-05
1010,8.4477e-05
1010,8.4497e-05
1010,8.4277e-05
1010,8.3777e-05
1010,8.4517e-05
1010,8.3997e-05
1020,8.4677e-05
1020,8.4487e-05
1020,8.5037e-05
1020,8.4957e-05
1020,8.5287e-05
1020,8.5397e-05
1020,9.0827e-05
1020,8.5347e-05
1020,8.5337e-05
1020,8.4487e-05
1030,8.5697e-05
1030,8.6717e-05
1030,8.6597e-05
1030,8.9147e-05
1030,8.5967e-05
1030,8.6066e-05
1030,8.6127e-05
1030,8.6427e-05
1030,8.6307e-05
1030,8.6607e-05
1040,8.7467e-05
1040,8.7727e-05
1040,8.7257e-05
1040,8.6867e-05
1040,8.8147e-05
1040,8.8017e-05
1040,8.7757e-05
1040,8.7227e-05
1040,8.7267e-05
1040,8.7807e-05
1050,8.9627e-05
1050,8.7927e-05
1050,8.9557e-05
1050,8.8887e-05
1050,8.8517e-05
1050,8.8727e-05
1050,8.9197e-05
1050,9.3877e-05
1050,8.9337e-05
1050,8.8257e-05
1060,8.9567e-05
1060,8.9957e-05
1060,8.8787e-05
1060,9.0187e-05
1060,8.9847e-05
1060,8.9637e-05
1060,8.9947e-05
1060,8.9697e-05
1060,8.9737e-05
1060,8.9727e-05
1070,9.0707e-05
1070,9.0996e-05
1070,9.0457e-05
1070,9.0887e-05
1070,9.0777e-05
1070,9.0717e-05
1070,9.0896e-05
1070,9.1227e-05
1070,9.1087e-05
1070,9.2527e-05
1080,9.2797e-05
1080,9.2067e-05
1080,9.1877e-05
1080,9.1947e-05
1080,9.2087e-05
1080,9.2117e-05
1080,9.2197e-05
1080,9.6657e-05
1080,9.5867e-05
1080,9.1847e-05
1090,9.2837e-05
1090,9.3616e-05
1090,9.2576e-05
1090,9.2927e-05
1090,9.2797e-05
1090,9.7507e-05
1090,9.3277e-05
1090,9.2727e-05
1090,9.2527e-05
1090,9.3107e-05
1100,9.3676e-05
1100,9.3767e-05
1100,9.3967e-05
1100,9.7657e-05
1100,9.3966e-05
1100,9.4316e-05
1100,9.3537e-05
1100,9.3557e-05
1100,9.3937e-05
1100,9.3797e-05
1110,9.4526e-05
1110,9.3527e-05
1110,9.4497e-05
1110,9.4177e-05
1110,9.4687e-05
1110,9.4637e-05
1110,0.000100526
1110,9.5087e-05
1110,9.4577e-05
1110,9.4547e-05
1120,9.5226e-05
1120,9.5377e-05
1120,9.5676e-05
1120,9.5077e-05
1120,9.6746e-05
1120,9.4897e-05
1120,9.5336e-05
1120,9.6076e-05
1120,9.5817e-05
1120,0.000100876
1130,0.000100276
1130,9.6067e-05
1130,9.5906e-05
1130,9.6377e-05
1130,9.6876e-05
1130,9.6787e-05
1130,9.7137e-05
1130,9.6216e-05
1130,9.6687e-05
1130,9.6566e-05
1140,9.7237e-05
1140,9.7767e-05
1140,9.6966e-05
1140,9.7577e-05
1140,9.7697e-05
1140,9.7307e-05
1140,9.7447e-05
1140,9.6877e-05
1140,9.6757e-05
1140,9.6786e-05
1150,9.8147e-05
1150,9.7317e-05
1150,9.7557e-05
1150,9.6646e-05
1150,9.7187e-05
1150,9.7717e-05
1150,9.7157e-05
1150,9.7836e-05
1150,9.7037e-05
1150,9.7507e-05
1160,9.8137e-05
1160,9.8717e-05
1160,9.9187e-05
1160,9.8637e-05
1160,9.8676e-05
1160,9.8156e-05
1160,9.8766e-05
1160,9.8317e-05
1160,9.8587e-05
1160,9.9017e-05
1170,9.9137e-05
1170,9.9457e-05
1170,9.9977e-05
1170,9.8976e-05
1170,9.9926e-05
1170,9.9197e-05
1170,9.9287e-05
1170,0.000100277
1170,9.8867e-05
1170,9.8816e-05
1180,0.000100076
1180,9.9766e-05
1180,0.000100566
1180,0.000100527
1180,9.9817e-05
1180,0.000100617
1180,0.000100567
1180,0.000105486
1180,0.000100556
1180,0.000100366
1190,0.000102707
1190,0.000101776
1190,0.000106376
1190,0.000101977
1190,0.000102096
1190,0.000102146
1190,0.000101167
1190,0.000101367
1190,0.000102116
1190,0.000101306
1200,0.000102767
1200,0.000102746
1200,0.000102856
1200,0.000103946
1200,0.000102947
1200,0.000102527
1200,0.000102356
1200,0.000103176
1200,0.000103446
1200,0.000102397
1210,0.000106397
1210,0.000103566
1210,0.000103426
1210,0.000104296
1210,0.000103846
1210,0.000103416
1210,0.000103766
1210,0.000103507
1210,0.000104116
1210,0.000104247
1220,0.000104336
1220,0.000105007
1220,0.000104516
1220,0.000104757
1220,0.000104196
1220,0.000104607
1220,0.000104086
1220,0.000104996
1220,0.000105347
1220,0.000108276
1230,0.000106366
1230,0.000104836
1230,0.000105197
1230,0.000108516
1230,0.000106526
1230,0.000105596
1230,0.000105697
1230,0.000105946
1230,0.000106006
1230,0.000105686
1240,0.000106276
1240,0.000107006
1240,0.000106687
1240,0.000107037
1240,0.000106736
1240,0.000106006
1240,0.000106906
1240,0.000112556
1240,0.000113816
1240,0.000106766
1250,0.000107456
1250,0.000106857
1250,0.000107196
1250,0.000107416
1250,0.000112526
1250,0.000106586
1250,0.000107567
1250,0.000107266
1250,0.000107686
1250,0.000107607
1260,0.000108617
1260,0.000113536
1260,0.000107596
1260,0.000108496
1260,0.000107486
1260,0.000108086
1260,0.000108156
1260,0.000108147
1260,0.000110176
1260,0.000108666
1270,0.000110266
1270,0.000109126
1270,0.000108407
1270,0.000108956
1270,0.000108256
1270,0.000108476
1270,0.000109066
1270,0.000114616
1270,0.000108467
1270,0.000109107
1280,0.000108547
1280,0.000109916
1280,0.000109036
1280,0.000108446
1280,0.000109686
1280,0.000109526
1280,0.000109106
1280,0.000108996
1280,0.000108606
1280,0.000110726
1290,0.000111607
1290,0.000113166
1290,0.000112916
1290,0.000115316
1290,0.000111896
1290,0.000110686
1290,0.000110866
1290,0.000111106
1290,0.000112126
1290,0.000110736
1300,0.000112296
1300,0.000111457
1300,0.000116446
1300,0.000112906
1300,0.000116046
1300,0.000113056
1300,0.000112306
1300,0.000112006
1300,0.000112186
1300,0.000112587
1310,0.000114956
1310,0.000113996
1310,0.000113376
1310,0.000113806
1310,0.000113926
1310,0.000113926
1310,0.000113666
1310,0.000114066
1310,0.000113456
1310,0.000114006
1320,0.000114676
1320,0.000115406
1320,0.000114636
1320,0.000114816
1320,0.000119196
1320,0.000115616
1320,0.000114036
1320,0.000114936
1320,0.000114356
1320,0.000114246
1330,0.000115626
1330,0.000116636
1330,0.000117076
1330,0.000116976
1330,0.000116146
1330,0.000116346
1330,0.000116376
1330,0.000115116
1330,0.000119676
1330,0.000116016
1340,0.000117186
1340,0.000117346
1340,0.000116786
1340,0.000117056
1340,0.000116586
1340,0.000116576
1340,0.000122336
1340,0.000116036
1340,0.000117886
1340,0.000117396
1350,0.000118326
1350,0.000118426
1350,0.000117566
1350,0.000118876
1350,0.000117206
1350,0.000118456
1350,0.000118185
1350,0.000117016
1350,0.000117846
1350,0.000117316
1360,0.000118296
1360,0.000121236
1360,0.000118746
1360,0.000124026
1360,0.000119656
1360,0.000124415
1360,0.000118296
1360,0.000118876
1360,0.000117985
1360,0.000119516
1370,0.000119636
1370,0.000119146
1370,0.000119826
1370,0.000119706
1370,0.000120216
1370,0.000118926
1370,0.000119595
1370,0.000119306
1370,0.000119466
1370,0.000119766
1380,0.000125986
1380,0.000120635
1380,0.000127395
1380,0.000120416
1380,0.000125805
1380,0.000120376
1380,0.000121146
1380,0.000120675
1380,0.000120086
1380,0.000121026
1390,0.000122795
1390,0.000121096
1390,0.000121176
1390,0.000121566
1390,0.000121135
1390,0.000121276
1390,0.000121146
1390,0.000121475
1390,0.000120136
1390,0.000122116
1400,0.000122166
1400,0.000122096
1400,0.000123225
1400,0.000126016
1400,0.000122296
1400,0.000128655
1400,0.000122966
1400,0.000121205
1400,0.000122626
1400,0.000122616
1410,0.000123936
1410,0.000125166
1410,0.000123396
1410,0.000122806
1410,0.000126106
1410,0.000123456
1410,0.000123136
1410,0.000123356
1410,0.000123426
1410,0.000123706
1420,0.000124556
1420,0.000123966
1420,0.000123746
1420,0.000125045
1420,0.000124436
